@RELATION 'training_newmap'

@ATTRIBUTE pacMovesN {0,1}
@ATTRIBUTE pacMovesS {0,1}
@ATTRIBUTE pacMovesE {0,1}
@ATTRIBUTE pacMovesW {0,1}
@ATTRIBUTE pacMovesSTOP {0,1}
@ATTRIBUTE distNearestGhostX NUMERIC
@ATTRIBUTE distNearestGhostY NUMERIC
@ATTRIBUTE Score NUMERIC
@ATTRIBUTE NextScore NUMERIC
@ATTRIBUTE NearestFood NUMERIC
@ATTRIBUTE lastMove {North,South,East,West,Stop}

@data
1,1,0,1,1,-1,1,553,552,99999,South
1,0,1,1,1,-2,0,552,551,99999,East
0,0,1,1,1,-2,0,551,-1,99999,East
0,0,1,1,1,-1,4,0,-1,99999,Stop
0,1,1,1,1,0,5,-1,-2,99999,East
0,1,1,1,1,1,5,-2,-3,99999,South
1,1,1,1,1,0,4,-3,-4,99999,South
1,1,1,1,1,0,4,-4,-5,99999,South
1,1,1,0,1,0,3,-5,-6,99999,South
1,1,1,1,1,-1,2,-6,-7,99999,East
1,1,1,1,1,1,2,-7,-8,99999,West
1,1,1,1,1,0,1,-8,191,99999,South
1,1,1,1,1,8,-1,191,190,99999,West
1,1,1,1,1,6,-1,190,189,99999,West
1,1,1,1,1,5,0,189,188,99999,West
1,1,1,1,1,4,0,188,187,99999,West
1,1,1,0,1,3,-1,187,186,99999,South
1,1,1,0,1,4,-2,186,185,99999,South
1,0,1,1,1,4,-3,185,184,99999,West
0,0,1,1,1,3,-2,184,183,99999,West
1,0,1,1,1,2,-2,183,182,99999,West
1,0,1,1,1,0,-2,182,181,99999,North
1,1,1,1,1,-1,-1,181,180,99999,East
1,1,0,1,1,1,-1,180,179,99999,West
1,1,1,1,1,-1,-1,179,178,99999,East
1,1,0,1,1,1,-1,178,177,99999,West
1,1,1,1,1,0,-1,177,376,99999,North
1,1,1,1,1,-1,-9,376,375,99999,West
1,1,1,1,1,-2,-9,375,374,99999,West
1,1,1,1,1,-2,-9,374,373,99999,West
1,1,1,1,1,-3,-9,373,372,99999,West
1,1,1,1,1,-4,-9,372,371,99999,North
1,1,1,1,1,-5,-8,371,370,99999,North
1,1,1,1,1,-5,-7,370,369,99999,North
1,1,1,1,1,-5,-5,369,368,99999,North
1,1,1,1,1,-5,-3,368,367,99999,North
1,1,1,1,1,-6,-3,367,366,99999,North
1,1,0,1,1,-5,-2,366,365,99999,North
1,1,0,1,1,-5,-1,365,364,99999,North
1,1,0,1,1,-5,0,364,363,99999,North
0,1,1,1,1,-5,1,363,362,99999,East
0,0,1,1,1,-4,0,362,361,99999,East
0,0,1,1,1,-3,1,361,360,99999,East
0,0,1,1,1,-2,2,360,359,99999,East
0,0,1,1,1,-2,2,359,358,99999,East
0,1,1,1,1,0,2,358,357,99999,South
1,1,1,0,1,1,1,357,556,99999,South
1,0,1,1,1,-4,0,556,555,99999,East
1,0,1,1,1,-2,0,555,-1,99999,East
0,0,1,1,1,-1,4,0,-1,99999,Stop
0,1,1,1,1,1,4,-1,-2,99999,East
0,1,1,1,1,2,5,-2,-3,99999,South
1,1,1,1,1,1,4,-3,-4,99999,South
1,1,1,1,1,2,3,-4,-5,99999,South
1,1,1,0,1,3,2,-5,-6,99999,South
1,1,1,1,1,4,1,-6,-7,99999,West
0,1,1,1,1,3,1,-7,-8,99999,West
0,1,1,1,1,2,0,-8,191,99999,West
0,1,1,1,1,6,1,191,190,99999,West
0,1,1,0,1,4,1,190,189,99999,South
1,1,1,0,1,4,-1,189,188,99999,South
1,1,1,0,1,5,-2,188,187,99999,South
1,0,1,1,1,4,-3,187,186,99999,West
0,0,1,1,1,4,-3,186,185,99999,West
1,0,1,1,1,2,-3,185,184,99999,West
1,0,1,1,1,1,-3,184,183,99999,West
1,0,1,1,1,-1,-3,183,182,99999,East
1,0,1,1,1,-1,-3,182,181,99999,East
1,0,1,1,1,1,-3,181,180,99999,West
1,0,1,1,1,0,-3,180,179,99999,North
1,1,1,1,1,0,-1,179,378,99999,North
1,1,1,1,1,2,-7,378,377,99999,West
1,1,1,1,1,0,-7,377,376,99999,West
1,1,1,1,1,0,-7,376,375,99999,West
1,1,1,1,1,-1,-7,375,374,99999,West
1,1,1,1,1,-2,-7,374,373,99999,North
1,1,1,1,1,-2,-6,373,372,99999,North
1,1,1,1,1,-3,-5,372,371,99999,North
1,1,1,1,1,-2,-4,371,370,99999,North
1,1,1,1,1,-7,-3,370,369,99999,North
1,1,1,1,1,-3,-2,369,368,99999,North
1,1,0,1,1,-6,-1,368,367,99999,North
1,1,0,1,1,-6,0,367,366,99999,North
1,1,0,1,1,-6,1,366,365,99999,North
0,1,1,1,1,-5,2,365,364,99999,East
0,0,1,1,1,-5,2,364,363,99999,East
0,0,1,1,1,-5,2,363,362,99999,East
0,0,1,1,1,-3,2,362,361,99999,East
0,0,1,1,1,-2,1,361,360,99999,East
0,1,1,1,1,-1,0,360,359,99999,East
0,1,1,1,1,-1,0,359,558,99999,East
0,1,1,1,1,4,2,558,557,99999,West
0,1,1,1,1,3,2,557,556,99999,West
0,1,1,1,1,3,2,556,555,99999,South
1,1,1,0,1,3,1,555,554,99999,South
1,0,1,1,1,3,0,554,553,99999,West
0,0,1,1,1,2,0,553,552,99999,West
0,0,1,1,1,1,0,552,-1,99999,East
0,0,1,1,1,-1,4,0,-1,99999,Stop
0,1,1,1,1,-1,4,-1,-2,99999,East
0,1,1,1,1,1,4,-2,-3,99999,South
1,1,1,1,1,2,3,-3,-4,99999,South
1,1,1,1,1,2,3,-4,-5,99999,South
1,1,1,0,1,2,3,-5,-6,99999,South
1,1,1,1,1,1,2,-6,-7,99999,West
0,1,1,1,1,0,2,-7,-8,99999,South
1,1,1,1,1,1,1,-8,-9,99999,West
1,1,1,1,1,0,2,-9,190,99999,South
1,1,1,1,1,8,-1,190,189,99999,West
1,1,1,1,1,6,-1,189,188,99999,West
1,1,1,0,1,5,-1,188,187,99999,South
1,0,1,1,1,5,-2,187,186,99999,West
0,0,1,1,1,3,-2,186,185,99999,West
1,0,1,1,1,3,-2,185,184,99999,West
1,0,1,1,1,3,-2,184,183,99999,West
1,0,1,1,1,2,-3,183,182,99999,West
1,0,1,1,1,1,-2,182,181,99999,West
1,0,1,1,1,0,-3,181,180,99999,North
1,1,1,1,1,1,-2,180,179,99999,West
1,1,1,1,1,0,-2,179,178,99999,North
1,1,1,1,1,0,-1,178,377,99999,North
1,1,1,1,1,-6,-7,377,376,99999,North
1,1,1,1,1,-6,-6,376,375,99999,North
1,1,1,1,1,-6,-4,375,374,99999,North
1,1,1,1,1,-6,-4,374,373,99999,North
1,1,1,1,1,-6,-4,373,372,99999,North
1,1,0,1,1,-5,-3,372,371,99999,North
1,1,0,1,1,-4,-2,371,370,99999,North
1,1,0,1,1,-5,-1,370,369,99999,North
0,1,1,1,1,-5,1,369,368,99999,East
0,0,1,1,1,-4,2,368,367,99999,East
0,0,1,1,1,-2,2,367,366,99999,East
0,0,1,1,1,0,2,366,365,99999,East
0,0,1,1,1,1,2,365,364,99999,East
0,1,1,1,1,2,2,364,363,99999,South
1,1,1,0,1,2,1,363,362,99999,South
1,0,1,1,1,2,0,362,361,99999,West
0,0,1,1,1,2,0,361,360,99999,West
0,0,1,1,1,1,0,360,559,99999,West
0,0,1,0,1,-8,0,559,558,99999,East
0,0,1,1,1,-6,0,558,557,99999,East
0,0,1,1,1,-4,0,557,556,99999,East
1,0,1,1,1,-2,0,556,-1,99999,East
0,0,1,1,1,-1,4,0,-1,99999,Stop
0,1,1,1,1,0,4,-1,-2,99999,East
0,1,1,1,1,1,4,-2,-3,99999,South
1,1,1,1,1,0,3,-3,-4,99999,South
1,1,1,1,1,0,1,-4,195,99999,South
1,1,1,0,1,11,1,195,194,99999,North
1,1,1,1,1,10,2,194,193,99999,West
1,0,1,1,1,9,1,193,192,99999,West
0,0,1,1,1,9,1,192,191,99999,West
0,0,1,1,1,8,1,191,190,99999,West
0,0,1,1,1,7,1,190,189,99999,West
0,0,1,1,1,5,1,189,188,99999,West
0,0,1,1,1,4,1,188,187,99999,West
0,0,1,1,1,3,0,187,186,99999,West
0,0,1,1,1,3,0,186,185,99999,West
1,0,1,1,1,2,1,185,184,99999,West
1,1,1,1,1,0,1,184,383,99999,South
1,1,0,1,1,-4,-5,383,382,99999,West
1,1,1,1,1,-5,-6,382,381,99999,North
1,1,1,1,1,-6,-5,381,380,99999,North
1,1,1,1,1,-6,-5,380,379,99999,North
1,1,1,1,1,-6,-3,379,378,99999,North
1,1,0,1,1,-6,-2,378,377,99999,North
1,1,0,1,1,-6,-2,377,376,99999,North
1,1,0,1,1,-7,-1,376,375,99999,North
0,1,1,1,1,-8,0,375,374,99999,East
0,0,1,1,1,-7,0,374,373,99999,East
0,0,1,1,1,-7,0,373,372,99999,East
0,0,1,1,1,-7,0,372,371,99999,East
0,0,1,1,1,-5,0,371,370,99999,East
0,1,1,1,1,-4,0,370,369,99999,East
0,1,1,1,1,-2,0,369,368,99999,East
0,1,1,1,1,-1,0,368,567,99999,East
0,0,1,1,1,-2,0,567,566,99999,East
0,0,1,1,1,-1,0,566,-1,99999,East
0,0,1,1,1,-1,4,0,-1,99999,Stop
0,1,1,1,1,1,4,-1,-2,99999,East
0,1,1,1,1,3,4,-2,-3,99999,South
1,1,1,1,1,4,3,-3,-4,99999,South
1,1,1,1,1,3,2,-4,-5,99999,South
1,1,1,0,1,4,1,-5,-6,99999,South
1,1,1,1,1,4,1,-6,-7,99999,West
0,1,1,1,1,3,2,-7,-8,99999,West
0,1,1,1,1,2,1,-8,-9,99999,West
0,1,1,1,1,0,1,-9,190,99999,South
1,1,1,1,1,3,1,190,189,99999,West
1,1,1,0,1,2,2,189,188,99999,South
1,1,1,0,1,2,1,188,187,99999,South
1,0,1,1,1,3,0,187,186,99999,West
0,0,1,1,1,2,-1,186,185,99999,West
1,0,1,1,1,0,-1,185,384,99999,North
1,1,0,1,1,0,-8,384,383,99999,West
1,1,1,1,1,-1,-9,383,382,99999,West
1,1,1,1,1,-2,-10,382,381,99999,West
1,1,1,1,1,-4,-10,381,380,99999,West
1,1,1,1,1,-4,-10,380,379,99999,West
1,1,1,1,1,-4,-10,379,378,99999,North
1,1,1,1,1,-3,-9,378,377,99999,North
1,1,1,1,1,-2,-8,377,376,99999,North
1,1,1,1,1,-2,-7,376,375,99999,North
1,1,1,1,1,-2,-6,375,374,99999,North
1,1,1,1,1,-1,-5,374,373,99999,North
1,1,1,1,1,-2,-4,373,372,99999,North
1,1,0,1,1,-3,-3,372,371,99999,North
1,1,0,1,1,-3,-2,371,370,99999,North
1,1,0,1,1,-4,-1,370,369,99999,North
0,1,1,1,1,-4,0,369,368,99999,East
0,0,1,1,1,-2,0,368,567,99999,East
0,0,1,1,1,-7,2,567,566,99999,East
0,0,1,1,1,-7,2,566,565,99999,East
0,0,1,1,1,-6,2,565,564,99999,East
0,1,1,1,1,-5,2,564,563,99999,East
0,1,1,1,1,-4,2,563,562,99999,East
0,1,1,1,1,-2,2,562,561,99999,South
1,1,0,1,1,-3,1,561,560,99999,South
1,0,1,1,1,-2,0,560,-1,99999,East
0,0,1,1,1,-1,4,0,-1,99999,Stop
0,1,1,1,1,-1,4,-1,-2,99999,East
0,1,1,1,1,0,4,-2,-3,99999,South
1,1,1,1,1,0,2,-3,196,99999,South
1,1,1,1,1,13,2,196,195,99999,West
1,0,1,1,1,12,1,195,194,99999,West
0,0,1,1,1,11,1,194,193,99999,West
0,0,1,1,1,9,1,193,192,99999,West
0,0,1,1,1,7,1,192,191,99999,West
0,0,1,1,1,6,2,191,190,99999,West
0,0,1,1,1,5,1,190,189,99999,West
0,0,1,1,1,4,0,189,188,99999,West
0,0,1,1,1,4,0,188,187,99999,West
1,0,1,1,1,2,0,187,186,99999,West
1,1,1,1,1,1,0,186,385,99999,West
1,1,1,1,1,-8,-4,385,384,99999,North
1,1,1,1,1,-9,-3,384,383,99999,North
1,1,1,1,1,-9,-2,383,382,99999,North
1,1,0,1,1,-10,-1,382,381,99999,North
1,1,0,1,1,-9,0,381,380,99999,North
1,1,0,1,1,-8,1,380,379,99999,North
0,1,1,1,1,-8,2,379,378,99999,East
0,0,1,1,1,-7,2,378,377,99999,East
0,0,1,1,1,-6,2,377,376,99999,East
0,0,1,1,1,-5,2,376,375,99999,East
0,0,1,1,1,-4,2,375,374,99999,East
0,1,1,1,1,-2,2,374,373,99999,East
0,1,1,1,1,0,2,373,572,99999,South
1,1,1,1,1,-3,1,572,571,99999,East
1,1,0,1,1,-3,1,571,570,99999,South
1,0,1,1,1,-3,0,570,569,99999,East
0,0,1,1,1,-1,0,569,-1,99999,East
0,0,1,1,1,-1,4,0,-1,99999,Stop
0,1,1,1,1,1,4,-1,-2,99999,East
0,1,1,1,1,3,4,-2,-3,99999,South
1,1,1,1,1,3,4,-3,-4,99999,South
1,1,1,1,1,3,3,-4,-5,99999,South
1,1,1,0,1,3,2,-5,-6,99999,South
1,1,1,1,1,3,1,-6,-7,99999,West
0,1,1,1,1,2,2,-7,-8,99999,West
0,1,1,1,1,1,2,-8,-9,99999,West
0,1,1,1,1,0,2,-9,190,99999,South
1,1,1,1,1,3,2,190,189,99999,West
1,1,1,0,1,2,2,189,188,99999,South
1,1,1,0,1,1,1,188,187,99999,South
1,0,1,1,1,1,0,187,386,99999,West
0,0,1,1,1,0,-10,386,385,99999,West
1,0,1,1,1,-1,-11,385,384,99999,West
1,0,1,1,1,-1,-10,384,383,99999,West
1,0,1,1,1,-3,-11,383,382,99999,West
1,0,1,1,1,-3,-11,382,381,99999,West
1,0,1,1,1,-4,-11,381,380,99999,West
1,0,1,1,1,-5,-10,380,379,99999,North
1,1,1,1,1,-6,-9,379,378,99999,North
1,1,1,1,1,-6,-8,378,377,99999,North
1,1,1,1,1,-5,-6,377,376,99999,North
1,1,1,1,1,-7,-7,376,375,99999,North
1,1,1,1,1,-6,-6,375,374,99999,North
1,1,1,1,1,-5,-5,374,373,99999,North
1,1,1,1,1,-4,-4,373,372,99999,North
1,1,0,1,1,-4,-3,372,371,99999,North
1,1,0,1,1,-3,-2,371,370,99999,North
1,1,0,1,1,-4,-1,370,369,99999,North
0,1,1,1,1,-3,0,369,368,99999,East
0,0,1,1,1,-1,0,368,567,99999,East
0,0,1,1,1,-1,2,567,566,99999,East
0,0,1,1,1,0,2,566,565,99999,East
0,0,1,1,1,2,2,565,564,99999,East
0,1,1,1,1,3,2,564,563,99999,South
1,1,1,0,1,2,1,563,562,99999,South
1,0,1,1,1,1,0,562,-1,99999,East
0,0,1,1,1,-1,4,0,-1,99999,Stop
0,1,1,1,1,1,4,-1,-2,99999,East
0,1,1,1,1,1,4,-2,-3,99999,South
1,1,1,1,1,1,3,-3,-4,99999,South
1,1,1,1,1,1,2,-4,-5,99999,South
1,1,1,0,1,1,1,-5,-6,99999,South
1,1,1,1,1,1,0,-6,193,99999,West
0,1,1,1,1,6,2,193,192,99999,West
0,1,1,1,1,4,2,192,191,99999,West
0,1,1,1,1,3,1,191,190,99999,West
0,1,1,0,1,2,1,190,189,99999,South
1,1,1,0,1,2,1,189,188,99999,South
1,1,1,0,1,2,-1,188,187,99999,South
1,0,1,1,1,2,-2,187,186,99999,West
0,0,1,1,1,1,-2,186,185,99999,West
1,0,1,1,1,0,-3,185,184,99999,North
1,1,0,1,1,0,-1,184,383,99999,North
1,1,0,1,1,-1,-7,383,382,99999,West
1,1,1,1,1,-1,-7,382,381,99999,West
1,1,1,1,1,-2,-7,381,380,99999,West
1,1,1,1,1,-4,-7,380,379,99999,West
1,1,1,1,1,-5,-8,379,378,99999,West
1,1,1,1,1,-6,-8,378,377,99999,North
1,1,1,1,1,-5,-6,377,376,99999,North
1,1,1,1,1,-6,-5,376,375,99999,North
1,1,1,1,1,-5,-4,375,374,99999,North
1,1,1,1,1,-5,-3,374,373,99999,North
1,1,1,1,1,-6,-2,373,372,99999,North
1,1,0,1,1,-6,-1,372,371,99999,North
1,1,0,1,1,-5,0,371,370,99999,North
1,1,0,1,1,-5,1,370,369,99999,North
0,1,1,1,1,-5,1,369,368,99999,East
0,0,1,1,1,-4,2,368,367,99999,East
0,0,1,1,1,-4,2,367,366,99999,East
0,0,1,1,1,-4,2,366,365,99999,East
0,0,1,1,1,-2,2,365,364,99999,East
0,1,1,1,1,-1,1,364,363,99999,East
0,1,1,1,1,0,2,363,562,99999,East
0,1,1,1,1,0,2,562,-1,99999,East
0,0,1,1,1,-1,4,0,-1,99999,Stop
0,1,1,1,1,1,4,-1,-2,99999,East
0,1,1,1,1,1,4,-2,-3,99999,South
1,1,1,1,1,1,3,-3,-4,99999,South
1,1,1,1,1,1,3,-4,-5,99999,South
1,1,1,0,1,1,3,-5,-6,99999,South
1,1,1,1,1,1,2,-6,-7,99999,West
0,1,1,1,1,0,3,-7,-8,99999,South
1,1,1,1,1,1,2,-8,-9,99999,West
1,1,1,1,1,0,1,-9,190,99999,South
1,1,1,1,1,6,0,190,189,99999,West
1,1,1,1,1,5,-1,189,188,99999,West
1,1,1,0,1,4,-2,188,187,99999,South
1,0,1,1,1,4,-3,187,186,99999,West
0,0,1,1,1,3,-3,186,185,99999,West
1,0,1,1,1,2,-2,185,184,99999,West
1,0,1,1,1,1,-2,184,183,99999,West
1,0,1,1,1,0,-2,183,182,99999,North
1,1,1,1,1,-1,-1,182,181,99999,East
1,1,1,1,1,-1,-1,181,180,99999,East
1,1,0,1,1,0,-2,180,379,99999,North
1,1,0,1,1,0,-8,379,378,99999,West
1,1,1,1,1,-2,-8,378,377,99999,West
1,1,1,1,1,-3,-8,377,376,99999,West
1,1,1,1,1,-3,-7,376,375,99999,West
1,1,1,1,1,-4,-8,375,374,99999,West
1,1,1,1,1,-5,-8,374,373,99999,North
1,1,1,1,1,-5,-8,373,372,99999,North
1,1,1,1,1,-4,-7,372,371,99999,North
1,1,1,1,1,-4,-6,371,370,99999,North
1,1,1,1,1,-5,-5,370,369,99999,North
1,1,1,1,1,-4,-4,369,368,99999,North
1,1,0,1,1,-3,-3,368,367,99999,North
1,1,0,1,1,-4,-2,367,366,99999,North
1,1,0,1,1,-4,-1,366,365,99999,North
0,1,1,1,1,-5,0,365,364,99999,East
0,0,1,1,1,-3,0,364,363,99999,East
0,0,1,1,1,-1,0,363,562,99999,East
0,0,1,1,1,-3,2,562,561,99999,East
0,0,1,1,1,-2,2,561,560,99999,East
0,1,1,1,1,-1,1,560,-1,99999,East
0,0,1,1,1,-1,4,0,-1,99999,Stop
0,1,1,1,1,1,4,-1,-2,99999,East
0,1,1,1,1,3,4,-2,-3,99999,South
1,1,1,1,1,3,3,-3,-4,99999,South
1,1,1,1,1,3,3,-4,-5,99999,South
1,1,1,0,1,2,2,-5,-6,99999,South
1,1,1,1,1,2,0,-6,-7,99999,West
0,1,1,1,1,2,0,-7,192,99999,West
0,1,1,1,1,6,2,192,191,99999,West
0,1,1,1,1,5,3,191,190,99999,West
0,1,1,0,1,4,3,190,189,99999,South
1,1,1,0,1,4,2,189,188,99999,South
1,1,1,0,1,5,1,188,187,99999,South
1,0,1,1,1,5,-1,187,186,99999,West
0,0,1,1,1,4,0,186,185,99999,West
1,0,1,1,1,4,0,185,184,99999,West
1,0,1,1,1,3,-1,184,183,99999,West
1,0,1,1,1,2,-2,183,182,99999,West
1,0,1,1,1,2,-2,182,181,99999,West
1,0,1,1,1,0,-2,181,380,99999,North
1,1,1,1,1,-3,-8,380,379,99999,West
1,1,1,1,1,-3,-8,379,378,99999,North
1,1,1,1,1,-3,-7,378,377,99999,North
1,1,1,1,1,-7,-6,377,376,99999,North
1,1,1,1,1,-3,-5,376,375,99999,North
1,1,1,1,1,-7,-5,375,374,99999,North
1,1,1,1,1,-4,-3,374,373,99999,North
1,1,1,1,1,-5,-2,373,372,99999,North
1,1,0,1,1,-6,-2,372,371,99999,North
1,1,0,1,1,-6,0,371,370,99999,North
1,1,0,1,1,-7,-1,370,369,99999,North
0,1,1,1,1,-6,1,369,368,99999,East
0,0,1,1,1,-6,1,368,367,99999,East
0,0,1,1,1,-5,0,367,366,99999,East
0,0,1,1,1,-3,0,366,365,99999,East
0,0,1,1,1,-3,0,365,364,99999,East
0,1,1,1,1,-1,0,364,-1,99999,East
0,0,1,1,1,-1,4,0,-1,99999,Stop
0,1,1,1,1,-1,4,-1,-2,99999,East
0,1,1,1,1,0,4,-2,-3,99999,South
1,1,1,1,1,0,4,-3,-4,99999,South
1,1,1,1,1,1,3,-4,-5,99999,South
1,1,1,0,1,1,1,-5,-6,99999,South
1,1,1,1,1,1,0,-6,193,99999,West
0,1,1,1,1,8,2,193,192,99999,West
0,1,1,1,1,6,2,192,191,99999,West
0,1,1,1,1,5,2,191,190,99999,West
0,1,1,0,1,4,2,190,189,99999,South
1,1,1,0,1,4,2,189,188,99999,South
1,1,1,0,1,3,1,188,187,99999,South
1,0,1,1,1,4,0,187,186,99999,West
0,0,1,1,1,3,-1,186,185,99999,West
1,0,1,1,1,1,-1,185,184,99999,West
1,0,1,1,1,-1,-1,184,183,99999,East
1,0,1,1,1,0,-2,183,382,99999,North
1,1,0,1,1,-1,-8,382,381,99999,West
1,1,1,1,1,-1,-8,381,380,99999,West
1,1,1,1,1,-1,-8,380,379,99999,West
1,1,1,1,1,-2,-8,379,378,99999,West
1,1,1,1,1,-4,-8,378,377,99999,West
1,1,1,1,1,-7,-10,377,376,99999,North
1,1,1,1,1,-6,-9,376,375,99999,North
1,1,1,1,1,-5,-6,375,374,99999,North
1,1,1,1,1,-5,-6,374,373,99999,North
1,1,1,1,1,-6,-6,373,372,99999,North
1,1,1,1,1,-6,-5,372,371,99999,North
1,1,1,1,1,-6,-4,371,370,99999,North
1,1,0,1,1,-6,-2,370,369,99999,North
1,1,0,1,1,-7,-1,369,368,99999,North
1,1,0,1,1,-7,-1,368,367,99999,North
0,1,1,1,1,-8,0,367,366,99999,East
0,0,1,1,1,-6,1,366,365,99999,East
0,0,1,1,1,-5,2,365,364,99999,East
0,0,1,1,1,-6,0,364,363,99999,East
0,0,1,1,1,-4,0,363,362,99999,East
0,1,1,1,1,-1,2,362,361,99999,East
0,1,1,1,1,-2,0,361,560,99999,East
0,1,1,1,1,3,2,560,559,99999,West
0,1,1,1,1,3,2,559,558,99999,West
0,1,1,1,1,3,2,558,557,99999,South
1,1,1,0,1,2,1,557,556,99999,South
1,0,1,1,1,2,0,556,555,99999,West
0,0,1,1,1,2,0,555,554,99999,West
0,0,1,1,1,1,0,554,-1,99999,East
0,0,1,1,1,-1,4,0,-1,99999,Stop
0,1,1,1,1,0,4,-1,-2,99999,East
0,1,1,1,1,1,4,-2,-3,99999,South
1,1,1,1,1,0,3,-3,-4,99999,South
1,1,1,1,1,-1,2,-4,-5,99999,East
1,1,1,1,1,1,2,-5,-6,99999,West
1,1,1,1,1,0,1,-6,193,99999,South
1,1,1,0,1,9,4,193,192,99999,South
1,1,1,1,1,9,2,192,191,99999,West
0,1,1,1,1,7,2,191,190,99999,West
0,1,1,1,1,5,2,190,189,99999,West
0,1,1,1,1,3,2,189,188,99999,West
0,1,1,0,1,2,2,188,187,99999,South
1,1,1,0,1,2,0,187,186,99999,South
1,1,1,0,1,2,-2,186,185,99999,South
1,0,1,1,1,3,-3,185,184,99999,West
0,0,1,1,1,2,-3,184,183,99999,West
1,0,1,1,1,1,-2,183,182,99999,West
1,0,1,1,1,0,-3,182,181,99999,North
1,1,1,1,1,-1,-2,181,180,99999,East
1,1,0,1,1,1,-2,180,179,99999,West
1,1,1,1,1,1,-2,179,178,99999,West
1,1,1,1,1,1,-2,178,177,99999,West
1,1,1,1,1,-1,-2,177,176,99999,East
1,1,1,1,1,0,-1,176,375,99999,North
1,1,1,1,1,-1,-7,375,374,99999,West
1,1,1,1,1,-2,-7,374,373,99999,West
1,1,1,1,1,-8,-9,373,372,99999,West
1,1,1,1,1,-10,-9,372,371,99999,North
1,1,1,1,1,-3,-6,371,370,99999,North
1,1,1,1,1,-3,-5,370,369,99999,North
1,1,1,1,1,-3,-4,369,368,99999,North
1,1,1,1,1,-3,-3,368,367,99999,North
1,1,1,1,1,-2,-2,367,366,99999,North
1,1,0,1,1,-10,-3,366,365,99999,North
1,1,0,1,1,-9,-2,365,364,99999,North
1,1,0,1,1,-10,-1,364,363,99999,North
0,1,1,1,1,-9,0,363,362,99999,East
0,0,1,1,1,-3,2,362,361,99999,East
0,0,1,1,1,-3,2,361,360,99999,East
0,0,1,1,1,-1,2,360,359,99999,East
0,0,1,1,1,0,2,359,358,99999,East
0,1,1,1,1,-3,0,358,357,99999,East
0,1,1,1,1,-2,0,357,556,99999,East
0,1,1,1,1,5,2,556,555,99999,West
0,1,1,1,1,4,2,555,554,99999,West
0,1,1,1,1,3,2,554,553,99999,South
1,1,1,0,1,3,1,553,552,99999,South
1,0,1,1,1,2,0,552,551,99999,West
0,0,1,1,1,2,0,551,-1,99999,East
0,0,1,1,1,-1,4,0,-1,99999,Stop
0,1,1,1,1,-1,4,-1,-2,99999,East
0,1,1,1,1,1,4,-2,-3,99999,South
1,1,1,1,1,2,3,-3,-4,99999,South
1,1,1,1,1,2,3,-4,-5,99999,South
1,1,1,0,1,2,3,-5,-6,99999,South
1,1,1,1,1,2,3,-6,-7,99999,West
0,1,1,1,1,0,3,-7,-8,99999,South
1,1,1,1,1,0,2,-8,191,99999,South
1,1,1,1,1,11,-2,191,190,99999,West
1,1,1,1,1,10,-2,190,189,99999,West
1,1,1,1,1,8,-2,189,188,99999,West
1,1,1,0,1,7,-3,188,187,99999,South
1,0,1,1,1,6,-4,187,186,99999,West
0,0,1,1,1,5,-4,186,185,99999,West
1,0,1,1,1,4,-4,185,184,99999,West
1,0,1,1,1,3,-5,184,183,99999,West
1,0,1,1,1,3,-5,183,182,99999,West
1,0,1,1,1,2,-5,182,181,99999,West
1,0,1,1,1,0,-5,181,180,99999,North
1,1,1,1,1,0,-4,180,179,99999,North
1,1,1,1,1,-1,-3,179,178,99999,North
1,1,1,1,1,-2,-2,178,177,99999,North
1,1,0,1,1,-2,-1,177,176,99999,North
1,1,1,1,1,-1,0,176,375,99999,East
1,0,1,1,1,-5,-5,375,374,99999,West
1,1,1,1,1,-5,-5,374,373,99999,West
1,1,1,1,1,-6,-6,373,372,99999,North
1,1,1,1,1,-6,-4,372,371,99999,North
1,1,1,1,1,-6,-4,371,370,99999,North
1,1,0,1,1,-5,-3,370,369,99999,North
1,1,0,1,1,-5,-1,369,368,99999,North
1,1,0,1,1,-5,1,368,367,99999,North
0,1,1,1,1,-5,2,367,366,99999,East
0,0,1,1,1,-4,1,366,365,99999,East
0,0,1,1,1,-3,1,365,364,99999,East
0,0,1,1,1,-2,2,364,363,99999,East
0,0,1,1,1,-2,2,363,362,99999,East
0,1,1,1,1,-1,1,362,361,99999,East
0,1,1,1,1,0,1,361,560,99999,South
1,1,1,1,1,-1,1,560,559,99999,East
1,1,0,1,1,0,1,559,-1,99999,East
0,0,1,1,1,-1,4,0,-1,99999,Stop
0,1,1,1,1,0,4,-1,-2,99999,East
0,1,1,1,1,1,4,-2,-3,99999,South
1,1,1,1,1,0,3,-3,-4,99999,South
1,1,1,1,1,0,2,-4,-5,99999,South
1,1,1,0,1,0,2,-5,-6,99999,South
1,1,1,1,1,0,2,-6,-7,99999,South
1,1,1,1,1,-1,1,-7,-8,99999,East
1,1,1,1,1,0,1,-8,191,99999,South
1,1,1,1,1,12,0,191,190,99999,West
1,1,1,1,1,11,-1,190,189,99999,West
1,1,1,1,1,11,-1,189,188,99999,West
1,1,1,1,1,11,-1,188,187,99999,West
1,1,1,1,1,10,0,187,186,99999,West
1,1,1,0,1,9,0,186,185,99999,South
1,0,1,1,1,9,-2,185,184,99999,West
0,0,1,1,1,8,-1,184,183,99999,West
