@RELATION 'training_keyboard'

@ATTRIBUTE pacMovesN {0,1}
@ATTRIBUTE pacMovesS {0,1}
@ATTRIBUTE pacMovesE {0,1}
@ATTRIBUTE pacMovesW {0,1}
@ATTRIBUTE pacMovesSTOP {0,1}
@ATTRIBUTE distNearestGhostX NUMERIC
@ATTRIBUTE distNearestGhostY NUMERIC
@ATTRIBUTE Score NUMERIC
@ATTRIBUTE NextScore NUMERIC
@ATTRIBUTE NearestFood NUMERIC
@ATTRIBUTE lastMove {North,South,East,West,Stop}

@data
1,1,1,1,1,1,1,453,452,10,South
1,0,1,1,1,2,0,452,451,11,West
1,0,1,1,1,2,0,451,450,12,West
1,0,1,1,1,1,0,450,449,13,West
1,0,1,1,1,0,-1,449,448,14,West
1,0,1,1,1,0,-1,448,647,15,North
1,1,1,1,1,1,1,647,646,14,North
0,1,1,1,1,2,2,646,645,13,East
0,1,1,1,1,3,1,645,644,12,West
0,1,1,1,1,1,1,644,643,13,South
1,1,1,1,1,2,0,643,642,14,South
1,0,1,1,1,3,-1,642,641,15,West
1,0,1,1,1,2,-1,641,640,16,West
1,0,1,1,1,0,-1,640,639,17,West
1,0,1,1,1,-1,-1,639,638,18,North
1,1,1,1,1,-2,0,638,637,17,North
0,0,1,1,1,0,-12,0,-1,1,Stop
0,0,1,1,1,0,-12,-1,-2,1,Stop
0,0,1,1,1,0,-12,-2,-3,1,Stop
0,0,1,1,1,0,-12,-3,-4,1,Stop
0,0,1,1,1,0,-12,-4,95,1,East
1,0,1,1,1,1,-12,95,194,1,North
1,1,0,0,1,1,-11,194,293,1,North
0,1,1,0,1,1,-10,293,392,1,East
0,0,1,1,1,2,-10,392,491,1,East
0,0,1,1,1,3,-10,491,590,1,East
1,0,0,1,1,4,-10,590,689,1,North
1,1,0,0,1,4,-9,689,788,1,North
1,1,0,0,1,4,-8,788,887,1,North
0,1,1,1,1,4,-7,887,986,1,West
0,0,1,1,1,3,-7,986,1085,1,West
0,0,1,1,1,2,-7,1085,1184,1,West
1,0,1,1,1,1,-7,1184,1283,1,North
1,1,0,0,1,1,-6,1283,1382,1,North
1,1,0,0,1,1,-5,1382,1481,1,North
0,1,1,0,1,1,-4,1481,1580,1,East
0,0,1,1,1,2,-4,1580,1679,1,East
0,0,1,1,1,3,-4,1679,1778,1,East
0,0,1,1,1,4,-4,1778,1877,1,East
1,0,1,1,1,5,-4,1877,1976,1,East
0,0,1,1,1,6,-4,1976,2075,1,East
1,1,1,1,1,7,-4,2075,2174,1,North
1,1,0,0,1,7,-3,2174,2273,1,North
1,1,0,0,1,7,-2,2273,2372,1,North
1,1,0,0,1,7,-1,2372,2471,1,North
1,1,1,1,1,7,0,2471,2470,1,West
0,0,1,1,1,6,0,2470,2469,2,West
1,1,1,0,1,5,0,2469,2468,3,North
1,1,0,0,1,5,1,2468,2467,2,North
0,1,0,1,1,5,2,2467,2466,2,West
0,0,1,1,1,4,2,2466,2465,3,West
0,0,1,1,1,3,2,2465,2464,3,West
0,0,1,1,1,2,2,2464,2463,3,West
1,0,1,1,1,1,2,2463,2462,3,West
0,1,1,1,1,0,2,2462,2461,4,South
1,1,0,1,1,0,1,2461,2460,5,West
1,1,1,0,1,0,1,2460,2459,5,West
1,1,1,0,1,0,1,2459,2658,5,South
1,0,1,1,1,-1,0,2658,2657,5,South
1,0,1,1,1,-1,0,2657,2856,5,East
1,0,1,1,1,-3,0,2856,2855,6,East
0,0,1,1,1,-2,0,2855,2854,5,East
0,0,1,1,1,-1,0,2854,3053,5,East
0,0,0,1,1,7,0,3053,3052,5,West
0,0,1,1,1,6,0,3052,3051,5,West
0,0,1,1,1,5,0,3051,3050,5,West
1,0,1,1,1,4,0,3050,3049,6,West
1,0,1,1,1,3,0,3049,3048,5,West
0,0,1,1,1,2,0,3048,3047,4,West
0,0,1,1,1,0,-12,0,-1,1,Stop
0,0,1,1,1,1,-13,-1,-2,1,Stop
0,0,1,1,1,0,-13,-2,97,1,East
1,0,1,1,1,1,-14,97,196,1,North
1,1,0,0,1,0,-13,196,295,1,North
0,1,1,0,1,0,-13,295,394,1,East
0,0,1,1,1,2,-12,394,493,1,East
0,0,1,1,1,2,-13,493,592,1,East
1,0,0,1,1,3,-14,592,691,1,North
1,1,0,0,1,3,-12,691,790,1,North
1,1,0,0,1,3,-10,790,889,1,North
0,1,1,1,1,3,-9,889,988,1,East
0,0,1,1,1,4,-10,988,1087,1,East
0,0,1,1,1,5,-10,1087,1186,1,East
1,1,0,1,1,6,-11,1186,1285,1,North
1,1,0,0,1,6,-9,1285,1384,1,North
1,1,0,0,1,6,-7,1384,1483,1,North
1,1,1,1,1,6,-7,1483,1582,1,North
1,1,0,0,1,6,-5,1582,1681,1,North
1,1,0,0,1,7,-4,1681,1780,1,North
1,1,0,0,1,7,-3,1780,1879,1,North
1,1,1,1,1,7,-1,1879,1878,1,West
0,0,1,1,1,6,-2,1878,1877,2,West
1,1,1,0,1,6,-2,1877,1876,3,North
1,1,0,0,1,6,0,1876,1875,2,North
0,1,0,1,1,4,2,1875,1874,2,West
0,0,1,1,1,4,2,1874,1873,3,West
0,0,1,1,1,3,2,1873,1872,3,West
0,0,1,1,1,2,2,1872,1871,3,West
1,0,1,1,1,1,2,1871,1870,3,West
0,1,1,1,1,0,2,1870,1869,4,South
1,1,0,1,1,-1,1,1869,2468,5,South
1,0,1,1,1,2,0,2468,2467,5,West
