@RELATION 'training_tutorial1_score10'

@ATTRIBUTE distNorth NUMERIC
@ATTRIBUTE distSouth NUMERIC
@ATTRIBUTE distEast NUMERIC
@ATTRIBUTE distWest NUMERIC
@ATTRIBUTE Score NUMERIC
@ATTRIBUTE NextScore NUMERIC
@ATTRIBUTE NearestFood NUMERIC
@ATTRIBUTE lastMove {North,South,East,West,Stop}

@data
7,99999,7,5,188,378,99999,West
7,99999,7,5,187,377,99999,West
6,99999,6,4,186,376,99999,West
4,99999,4,2,185,375,99999,West
99999,99999,3,1,184,374,99999,West
2,99999,2,0,183,373,99999,West
21,99999,23,21,382,372,99999,North
21,23,23,21,381,371,99999,North
20,22,22,20,380,370,99999,North
99999,20,20,18,379,369,99999,West
99999,19,19,17,378,368,99999,West
99999,19,19,17,377,367,99999,West
15,17,17,15,376,366,99999,North
15,17,99999,15,375,365,99999,North
14,16,16,14,374,364,99999,North
12,14,14,12,373,363,99999,North
99999,13,13,11,372,362,99999,West
11,13,13,13,371,361,99999,North
9,11,99999,11,370,360,99999,North
8,10,99999,10,369,359,99999,North
8,10,99999,10,368,558,99999,North
99999,9,7,9,367,557,99999,East
99999,99999,6,8,366,556,99999,East
99999,99999,6,8,365,555,99999,East
99999,99999,5,7,364,554,99999,East
99999,99999,3,5,363,553,99999,East
2,4,2,4,0,390,7,North
1,3,1,3,-1,389,8,North
2,2,0,2,-2,388,9,East
7,5,7,7,197,387,8,South
6,4,6,6,196,386,7,South
5,3,5,5,195,385,6,South
4,2,4,4,194,384,5,South
3,1,3,3,193,583,6,South
2,0,2,2,192,582,7,South
9,9,9,7,391,581,8,West
8,8,8,6,390,580,9,West
7,7,7,5,389,579,10,West
6,6,6,4,388,578,11,West
5,5,5,3,387,577,12,West
4,4,4,2,386,576,13,West
2,4,2,4,0,190,7,North
1,3,1,3,-1,189,8,North
6,6,8,6,198,188,9,North
6,7,8,6,197,187,10,North
99999,6,8,6,196,186,11,South
8,6,8,6,195,185,10,South
8,8,8,6,194,184,9,West
7,7,7,5,193,383,10,West
6,6,6,4,192,382,11,West
6,6,6,4,191,381,12,West
6,6,6,4,190,380,13,West
4,6,6,4,189,379,14,North
6,6,6,4,188,378,15,West
6,6,6,4,187,377,16,West
5,5,5,3,186,376,17,West
3,3,3,1,185,375,18,West
2,2,2,0,184,374,19,West
14,12,12,14,383,373,20,South
14,12,12,14,382,372,19,South
14,99999,12,14,381,371,18,East
14,99999,12,14,380,570,17,East
13,99999,11,13,379,569,16,East
11,99999,9,11,378,568,15,East
9,7,9,9,377,567,14,South
9,7,9,99999,376,566,13,South
7,5,7,5,375,565,12,South
7,5,7,5,374,564,13,South
99999,11,11,13,0,890,2,South
12,10,10,12,-1,989,1,East
11,9,9,11,98,1188,1,East
10,8,8,10,197,1287,1,East
9,7,7,9,296,1386,1,South
8,6,6,8,395,1485,1,South
7,5,5,7,494,1484,1,East
6,4,4,6,593,1483,1,East
5,3,3,5,692,1682,1,East
4,2,2,4,791,1781,1,South
3,1,1,3,890,1880,1,East
2,0,2,2,989,1979,1,South
7,5,7,5,1188,2078,1,West
6,4,6,4,1287,2177,1,South
5,3,5,3,1386,2176,1,West
4,2,4,4,1485,2275,1,South
3,1,3,3,1484,2374,1,South
2,0,2,2,1483,2373,1,South
18,99999,18,20,1682,2472,1,East
17,99999,17,19,1781,2571,1,North
16,18,16,18,1880,2570,1,East
15,17,15,17,1979,2569,1,East
14,16,14,16,2078,2568,1,North
13,15,13,15,2177,2567,1,North
12,14,12,14,2176,2566,1,North
11,13,11,13,2275,2665,1,North
10,12,10,12,2374,2764,2,North
9,11,9,11,2373,2963,1,North
8,10,8,10,2472,3062,1,North
7,9,7,9,2571,3161,1,North
99999,8,6,8,2570,3260,2,East
99999,7,5,7,2569,3359,3,East
99999,6,4,6,2568,3458,2,East
99999,11,11,13,0,890,2,South
13,11,11,13,-1,989,1,East
11,9,9,11,98,1088,1,East
9,7,7,9,197,1087,1,East
7,5,5,7,296,1186,1,South
6,4,4,6,395,1285,1,South
5,3,3,5,494,1584,1,East
3,1,1,3,593,1683,1,East
3,1,3,3,692,1682,1,South
2,0,2,2,691,1681,1,South
5,3,5,3,890,1680,1,South
5,3,5,3,989,1679,1,West
3,1,3,3,1088,1678,1,South
3,1,3,1,1087,1677,1,West
3,1,1,3,1186,1776,1,South
3,1,1,3,1285,1875,1,South
17,99999,17,19,1584,1974,1,East
16,99999,16,18,1683,2073,2,North
14,16,14,16,1682,2072,2,North
12,14,12,14,1681,2071,2,North
12,14,12,14,1680,2070,1,North
10,12,10,12,1679,2069,1,North
10,10,8,10,1678,2068,1,East
9,9,7,9,1677,2167,1,East
9,7,7,9,1776,2266,1,East
9,7,7,9,1875,2365,1,East
8,7,7,9,1974,2464,1,South
9,9,7,9,2073,2563,2,East
7,9,7,9,2072,2862,2,North
5,7,5,7,2071,2861,2,North
4,6,4,6,2070,2860,2,North
4,4,2,4,2069,2859,1,East
2,4,2,4,2068,2958,1,East
1,3,1,3,2167,3057,1,East
1,3,1,3,2266,3156,1,East
99999,6,6,99999,0,190,14,South
7,5,99999,99999,-1,389,13,South
6,6,4,99999,-2,388,12,East
99999,5,3,5,-3,387,11,East
99999,4,2,4,-4,386,10,East
99999,3,1,3,-5,385,9,East
2,2,0,2,-6,384,8,East
3,5,5,5,193,383,7,North
2,4,99999,4,192,382,8,North
99999,3,1,3,191,381,9,East
99999,99999,0,2,190,380,8,East
99999,99999,10,11,389,379,7,East
99999,99999,9,11,388,578,6,East
99999,8,8,10,387,577,5,South
9,7,7,99999,386,576,4,South
8,7,6,7,385,575,3,East
7,99999,5,7,384,574,4,East
99999,4,4,6,383,573,3,South
5,3,3,99999,382,572,4,South
4,99999,2,99999,381,571,3,East
3,99999,1,3,380,570,4,East
99999,6,6,99999,0,190,14,South
6,4,99999,99999,-1,189,13,South
6,6,4,99999,-2,188,12,East
99999,6,4,6,-3,387,11,East
99999,6,4,6,-4,386,10,East
99999,4,2,4,-5,385,9,East
2,4,4,4,-6,384,8,North
1,3,3,99999,-7,383,9,North
99999,8,6,8,192,482,10,East
99999,6,4,6,191,481,9,East
99999,99999,3,5,190,480,8,East
99999,99999,2,4,189,479,7,East
99999,99999,1,3,188,478,6,East
99999,8,10,10,387,677,5,South
8,6,8,99999,386,676,4,South
8,6,8,6,385,675,3,South
7,5,99999,5,384,674,2,South
7,5,99999,5,383,673,1,South
6,4,99999,4,482,672,8,South
6,4,4,4,481,671,9,South
4,4,4,2,480,670,10,West
99999,99999,29,30,0,990,1,East
28,99999,30,30,99,1089,1,North
27,29,99999,99999,198,1188,1,North
99999,28,26,99999,297,1287,1,East
99999,99999,25,27,396,1386,1,East
99999,99999,24,26,495,1485,1,East
23,99999,99999,25,594,1584,1,North
22,24,99999,99999,693,1683,1,North
21,23,99999,99999,792,1682,1,North
99999,22,20,22,891,1681,1,East
99999,99999,19,21,990,1680,1,East
99999,99999,18,20,1089,1679,1,East
17,19,99999,19,1188,1678,1,North
16,18,99999,99999,1287,1677,1,North
15,17,99999,99999,1386,1676,1,North
14,16,16,14,1485,1675,1,West
99999,99999,15,13,1584,1674,1,West
12,99999,14,14,1683,1673,1,North
11,13,99999,99999,1682,1672,2,North
10,12,99999,12,1681,1671,2,North
9,11,99999,99999,1680,1870,2,North
8,10,10,99999,1679,2069,2,North
7,9,99999,99999,1678,2068,2,North
99999,8,99999,6,1677,2067,2,West
99999,99999,7,5,1676,2266,3,West
99999,99999,6,4,1675,2265,3,West
99999,99999,5,3,1674,2264,3,West
4,99999,4,2,1673,2263,3,West
99999,1,3,2,1672,2262,4,South
2,0,99999,1,1671,2261,5,South
2,99999,2,0,1870,2260,5,West
99999,99999,29,30,0,990,1,East
28,99999,30,30,99,1089,1,North
28,30,99999,99999,198,1188,1,North
99999,28,26,99999,297,1287,1,East
99999,99999,24,26,396,1386,1,East
99999,99999,24,26,495,1485,1,East
22,99999,99999,24,594,1584,1,North
22,24,99999,99999,693,1683,1,North
20,22,99999,99999,792,1682,1,North
99999,20,18,20,891,1681,1,East
99999,99999,18,20,990,1680,1,East
99999,99999,17,19,1089,1679,1,East
17,19,99999,19,1188,1678,1,North
17,19,99999,99999,1287,1677,1,North
15,17,99999,99999,1386,1676,1,North
13,15,15,13,1485,1675,1,West
99999,99999,14,12,1584,1674,1,West
12,99999,14,14,1683,1673,1,North
12,14,99999,99999,1682,1672,2,North
11,13,99999,13,1681,1671,2,North
10,12,99999,99999,1680,1670,2,North
9,11,11,99999,1679,1869,2,North
8,10,99999,99999,1678,2068,2,North
99999,10,99999,8,1677,2267,2,West
99999,99999,8,6,1676,2266,3,West
99999,99999,7,5,1675,2265,3,West
99999,99999,6,4,1674,2264,3,West
4,99999,4,2,1673,2363,3,West
99999,0,2,1,1672,2462,4,South
1,0,99999,1,1671,2561,5,South
1,99999,2,0,1670,2660,5,West
0,99999,2,2,1869,2759,5,North
