@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 88\nSize of the tree: 175\n','Number of leaves: 84\nSize of the tree: 167\n','Number of leaves: 92\nSize of the tree: 183\n','Number of leaves: 85\nSize of the tree: 169\n','Number of leaves: 68\nSize of the tree: 135\n','Number of leaves: 83\nSize of the tree: 165\n','Number of leaves: 80\nSize of the tree: 159\n','Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 87\nSize of the tree: 173\n','Number of leaves: 82\nSize of the tree: 163\n','Number of leaves: 90\nSize of the tree: 179\n','Number of leaves: 65\nSize of the tree: 129\n','Number of leaves: 91\nSize of the tree: 181\n','Number of leaves: 81\nSize of the tree: 161\n','Number of leaves: 78\nSize of the tree: 155\n','Number of leaves: 76\nSize of the tree: 151\n','Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 71\nSize of the tree: 141\n','Number of leaves: 79\nSize of the tree: 157\n','Number of leaves: 89\nSize of the tree: 177\n','Number of leaves: 86\nSize of the tree: 171\n','Number of leaves: 77\nSize of the tree: 153\n','Number of leaves: 93\nSize of the tree: 185\n','Number of leaves: 74\nSize of the tree: 147\n','Number of leaves: 97\nSize of the tree: 193\n','Number of leaves: 72\nSize of the tree: 143\n','Number of leaves: 73\nSize of the tree: 145\n','Number of leaves: 99\nSize of the tree: 197\n','Number of leaves: 70\nSize of the tree: 139\n','Number of leaves: 98\nSize of the tree: 195\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 66\nSize of the tree: 131\n','Number of leaves: 94\nSize of the tree: 187\n','Number of leaves: 75\nSize of the tree: 149\n','Number of leaves: 69\nSize of the tree: 137\n','Number of leaves: 100\nSize of the tree: 199\n','Number of leaves: 64\nSize of the tree: 127\n','Number of leaves: 105\nSize of the tree: 209\n','Number of rules: 73\n','Number of rules: 80\n','Number of rules: 69\n','Number of rules: 64\n','Number of rules: 78\n','Number of rules: 77\n','Number of rules: 79\n','Number of rules: 74\n','Number of rules: 65\n','Number of rules: 83\n','Number of rules: 71\n','Number of rules: 67\n','Number of rules: 75\n','Number of rules: 70\n','Number of rules: 76\n','Number of rules: 72\n','Number of rules: 68\n','Number of rules: 81\n','Number of rules: 59\n','Number of rules: 82\n','Number of rules: 84\n','Number of rules: 66\n','Number of rules: 62\n','Number of rules: 63\n','Number of rules: 86\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

filter_data_pacman_manual1,2,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,42,24,0,63.636364,36.363636,0,0.479974,0.168805,0.35722,57.778774,93.414033,137.732073,14005.568778,-13867.836705,2.08685,212.205588,-210.118738,66.472175,1.007154,3198.985158,0,0,0.016949,1,0.983051,58,1,7,0,0,0,-0.042723,0.46247,0.112554,0.636364,0.158089,0.841911,0.363636,0.565096,0.636364,0.595746,0.472078,0.750457,0.510086,0.546233,0.636364,0.006,0,0.01,0,10,0,42322,95292,12710,77.272727,35.757576,'Number of leaves: 80\nSize of the tree: 159\n',159,80,80
filter_data_pacman_manual1,2,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,38,28,0,57.575758,42.424242,0,0.421958,0.177372,0.366801,60.81669,96.107314,136.773632,7590.628614,-7453.854982,2.072328,115.009524,-112.937197,64.685258,0.98008,3110.589939,0.166667,1,0.1,6,0.9,54,0.833333,5,0.142857,0.166667,0.153846,0.062242,0.743056,0.219017,0.575758,0.155509,0.844491,0.424242,0.588006,0.575758,0.580534,0.422285,0.806582,0.603434,0.573357,0.575758,0.008,0,0.01,0,10,0,42806,95292,12710,84.848485,35.454545,'Number of leaves: 81\nSize of the tree: 161\n',161,81,81
filter_data_pacman_manual1,2,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,39,27,0,59.090909,40.909091,0,0.432122,0.155073,0.329672,53.171028,86.378906,136.773632,9710.696302,-9573.92267,2.072328,147.131762,-145.059434,72.306186,1.095548,3477.065754,0.166667,1,0.083333,5,0.916667,55,0.833333,5,0.166667,0.166667,0.166667,0.083333,0.566667,0.204286,0.590909,0.151661,0.848339,0.409091,0.598637,0.590909,0.587941,0.447809,0.822241,0.638385,0.56342,0.590909,0.006,0,0,0,0,0,43290,95292,12710,84.848485,36.969697,'Number of leaves: 82\nSize of the tree: 163\n',163,82,82
filter_data_pacman_manual1,2,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,48,18,0,72.727273,27.272727,0,0.614035,0.13601,0.297981,46.634724,78.075367,136.773632,7560.19997,-7423.426338,2.072328,114.548484,-112.476157,81.863623,1.240358,3936.664547,0.166667,1,0.016667,1,0.983333,59,0.833333,5,0.5,0.166667,0.25,0.251558,0.6625,0.243795,0.727273,0.121839,0.878161,0.272727,0.711996,0.727273,0.708722,0.613299,0.853077,0.685976,0.674617,0.727273,0.008,0,0.01,0,10,0,41354,95292,12710,87.878788,40.909091,'Number of leaves: 78\nSize of the tree: 155\n',155,78,78
filter_data_pacman_manual1,2,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,593,65,39,26,0,60,40,0,0.444809,0.164737,0.359933,56.692755,94.699182,133.038736,15070.211345,-14937.172609,2.04675,231.849405,-229.802656,66.835316,1.028236,3209.678025,0.333333,2,0.067797,4,0.932203,55,0.666667,4,0.333333,0.333333,0.333333,0.265537,0.877119,0.363805,0.6,0.145853,0.854147,0.4,0.587762,0.6,0.590861,0.449975,0.784695,0.557352,0.591277,0.6,0.006,0,0.01,0,10,0,41838,95449,12553,76.923077,32.615385,'Number of leaves: 79\nSize of the tree: 157\n',157,79,79
filter_data_pacman_manual1,2,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,593,65,49,16,0,75.384615,24.615385,0,0.652058,0.121003,0.288824,41.641947,75.990358,133.038736,9690.826414,-9557.787678,2.04675,149.089637,-147.042887,84.016542,1.292562,4034.783766,0.166667,1,0.033898,2,0.966102,57,0.833333,5,0.333333,0.166667,0.222222,0.183164,0.590395,0.269872,0.753846,0.101793,0.898207,0.246154,0.734505,0.753846,0.740248,0.653868,0.856603,0.714353,0.697923,0.753846,0.007,0,0.01,0,10,0,42322,95449,12553,86.153846,33.538462,'Number of leaves: 80\nSize of the tree: 159\n',159,80,80
filter_data_pacman_manual1,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,41,25,0,62.121212,37.878788,0,0.479167,0.153208,0.348609,52.531421,91.340764,136.773632,11856.512703,-11719.739071,2.072328,179.644132,-177.571804,76.70514,1.162199,3688.603025,0.333333,2,0.033333,2,0.966667,58,0.666667,4,0.5,0.333333,0.4,0.361449,0.859722,0.643128,0.621212,0.149352,0.850648,0.378788,0.623935,0.621212,0.620353,0.472556,0.811499,0.642215,0.634368,0.621212,0.007,0,0.01,0,10,0,48130,95292,12710,81.818182,30.606061,'Number of leaves: 92\nSize of the tree: 183\n',183,92,92
filter_data_pacman_manual1,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,44,22,0,66.666667,33.333333,0,0.53536,0.153298,0.328599,52.562229,86.097715,136.773632,11850.491941,-11713.718309,2.072328,179.552908,-177.48058,75.30011,1.140911,3621.037804,0.166667,1,0.033333,2,0.966667,58,0.833333,5,0.333333,0.166667,0.222222,0.184017,0.640278,0.175136,0.666667,0.135983,0.864017,0.333333,0.650351,0.666667,0.654793,0.529655,0.79956,0.584184,0.633361,0.666667,0.008,0,0,0,0,0,47162,95292,12710,81.818182,36.666667,'Number of leaves: 90\nSize of the tree: 179\n',179,90,90
filter_data_pacman_manual1,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,40,26,0,60.606061,39.393939,0,0.449647,0.16992,0.349127,58.261576,91.476415,136.773632,7579.020036,-7442.246404,2.072328,114.833637,-112.761309,68.065751,1.031299,3273.151343,0.166667,1,0.016667,1,0.983333,59,0.833333,5,0.5,0.166667,0.25,0.251558,0.763889,0.340067,0.606061,0.166596,0.833404,0.393939,0.605282,0.606061,0.596563,0.444129,0.805835,0.587264,0.592611,0.606061,0.007,0,0.01,0,10,0,37482,95292,12710,87.878788,37.878788,'Number of leaves: 70\nSize of the tree: 139\n',139,70,70
filter_data_pacman_manual1,3,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,50,16,0,75.757576,24.242424,0,0.652403,0.130358,0.296998,44.696646,77.81788,136.773632,8629.057014,-8492.283383,2.072328,130.743288,-128.67096,82.280047,1.246667,3956.689605,0,0,0,0,1,60,1,6,0,0,0,0,0.468056,0.096591,0.757576,0.12412,0.87588,0.242424,0.693941,0.757576,0.71554,0.63051,0.813625,0.643633,0.651979,0.757576,0.01,0,0.01,0,10,0,38450,95292,12710,86.363636,40.606061,'Number of leaves: 72\nSize of the tree: 143\n',143,72,72
filter_data_pacman_manual1,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,36,30,0,54.545455,45.454545,0,0.366805,0.17998,0.382812,61.711056,100.302346,136.773632,14014.557014,-13877.783382,2.072328,212.341773,-210.269445,61.286035,0.928576,2947.127825,0.333333,2,0.083333,5,0.916667,55,0.666667,4,0.285714,0.333333,0.307692,0.233408,0.781944,0.275678,0.545455,0.183869,0.816131,0.454545,0.550216,0.545455,0.526699,0.367188,0.773463,0.540492,0.533359,0.545455,0.007,0.001,0.01,0,10,0,45226,95292,12710,80.30303,35.454545,'Number of leaves: 86\nSize of the tree: 171\n',171,86,86
filter_data_pacman_manual1,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,41,25,0,62.121212,37.878788,0,0.472506,0.166057,0.345342,56.838195,90.308146,137.732073,10788.697087,-10650.965015,2.08685,163.465107,-161.378258,71.10565,1.077358,3421.971992,0.285714,2,0.016949,1,0.983051,58,0.714286,5,0.666667,0.285714,0.4,0.397299,0.788136,0.41243,0.621212,0.157602,0.842398,0.378788,0.62824,0.621212,0.615882,0.472726,0.790128,0.583892,0.627024,0.621212,0.007,0,0.01,0,10,0,40870,95292,12710,84.848485,38.787879,'Number of leaves: 77\nSize of the tree: 153\n',153,77,77
filter_data_pacman_manual1,3,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,40,26,0,60.606061,39.393939,0,0.454025,0.158773,0.354929,54.344834,92.815149,137.732073,14000.257128,-13862.525056,2.08685,212.125108,-210.038258,68.343531,1.035508,3289.04449,0,0,0.101695,6,0.898305,53,1,7,0,0,0,-0.108924,0.399516,0.096681,0.606061,0.154798,0.845202,0.393939,0.592949,0.606061,0.597048,0.4521,0.788469,0.596297,0.572055,0.606061,0.007,0,0.01,0,10,0,46194,95292,12710,80.30303,33.939394,'Number of leaves: 88\nSize of the tree: 175\n',175,88,88
filter_data_pacman_manual1,3,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,38,28,0,57.575758,42.424242,0,0.419962,0.167891,0.359633,57.466039,94.045284,137.732073,12929.537904,-12791.805832,2.08685,195.902089,-193.81524,69.883717,1.058844,3363.166249,0.428571,3,0.084746,5,0.915254,54,0.571429,4,0.375,0.428571,0.4,0.32438,0.75908,0.376391,0.575758,0.167458,0.832542,0.424242,0.581629,0.575758,0.57757,0.410641,0.795957,0.588288,0.605339,0.575758,0.007,0,0,0,0,0,47162,95292,12710,81.818182,33.636364,'Number of leaves: 90\nSize of the tree: 179\n',179,90,90
filter_data_pacman_manual1,3,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,593,65,40,25,0,61.538462,38.461538,0,0.459235,0.166587,0.345486,57.193788,90.655932,134.217498,7577.540432,-7443.322934,2.064885,116.577545,-114.512661,65.056791,1.000874,3127.221702,0.142857,1,0.017241,1,0.982759,57,0.857143,6,0.5,0.142857,0.222222,0.225487,0.694581,0.279579,0.615385,0.154238,0.845762,0.384615,0.609846,0.615385,0.600482,0.464367,0.821768,0.63657,0.589978,0.615385,0.006,0,0.01,0,10,0,40870,95449,12553,89.230769,40.615385,'Number of leaves: 77\nSize of the tree: 153\n',153,77,77
filter_data_pacman_manual1,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,593,65,39,26,0,60,40,0,0.430401,0.170009,0.362798,58.368421,95.198637,134.217498,10802.778016,-10668.560518,2.064885,166.196585,-164.1317,62.308269,0.958589,2995.102722,0,0,0.034483,2,0.965517,56,1,7,0,0,0,-0.061898,0.586207,0.140985,0.6,0.172627,0.827373,0.4,0.539729,0.6,0.557638,0.416905,0.774225,0.541507,0.517172,0.6,0.007,0,0.01,0,10,0,45226,95449,12553,78.461538,34.153846,'Number of leaves: 86\nSize of the tree: 171\n',171,86,86
filter_data_pacman_manual1,4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,41,25,0,62.121212,37.878788,0,0.479987,0.156242,0.365697,53.571777,95.818073,136.773632,17211.070273,-17074.296642,2.072328,260.773792,-258.701464,72.101413,1.092446,3467.21861,0.333333,2,0.05,3,0.95,57,0.666667,4,0.4,0.333333,0.363636,0.307822,0.583333,0.227273,0.621212,0.147151,0.852849,0.378788,0.623873,0.621212,0.620958,0.474507,0.771926,0.546463,0.629667,0.621212,0.007,0,0.01,0,10,0,51034,95292,12710,75.757576,27.878788,'Number of leaves: 98\nSize of the tree: 195\n',195,98,98
filter_data_pacman_manual1,4,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,46,20,0,69.69697,30.30303,0,0.582675,0.144025,0.307768,49.382647,80.639639,136.773632,7562.884132,-7426.110501,2.072328,114.589154,-112.516826,81.248723,1.231041,3907.095191,0.166667,1,0.033333,2,0.966667,58,0.833333,5,0.333333,0.166667,0.222222,0.184017,0.777778,0.388853,0.69697,0.108231,0.891769,0.30303,0.689321,0.69697,0.689029,0.584301,0.860985,0.702861,0.656105,0.69697,0.008,0,0.01,0,10,0,40386,95292,12710,87.878788,41.212121,'Number of leaves: 76\nSize of the tree: 151\n',151,76,76
filter_data_pacman_manual1,4,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,47,19,0,71.212121,28.787879,0,0.593649,0.124495,0.298942,42.686525,78.327129,136.773632,7557.213596,-7420.439964,2.072328,114.503236,-112.430909,86.594232,1.312034,4164.150461,0.333333,2,0,0,1,60,0.666667,4,1,0.333333,0.5,0.559017,0.765278,0.479509,0.712121,0.136749,0.863251,0.287879,0.732557,0.712121,0.70534,0.593913,0.86931,0.725816,0.711853,0.712121,0.007,0,0,0,0,0,43774,95292,12710,86.363636,32.121212,'Number of leaves: 83\nSize of the tree: 165\n',165,83,83
filter_data_pacman_manual1,4,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,49,17,0,74.242424,25.757576,0,0.639228,0.119189,0.277549,40.796194,72.580054,137.732073,10760.021283,-10622.289211,2.08685,163.030626,-160.943776,89.703516,1.359144,4316.997548,0.285714,2,0.067797,4,0.932203,55,0.714286,5,0.333333,0.285714,0.307692,0.233408,0.588378,0.34632,0.742424,0.11121,0.88879,0.257576,0.738209,0.742424,0.73578,0.644408,0.867914,0.745206,0.712562,0.742424,0.008,0,0.01,0,10,0,46678,95292,12710,84.848485,33.030303,'Number of leaves: 89\nSize of the tree: 177\n',177,89,89
filter_data_pacman_manual1,4,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,44,22,0,66.666667,33.333333,0,0.540942,0.144911,0.323768,49.600171,84.666431,137.732073,11846.254995,-11708.522923,2.08685,179.488712,-177.401862,79.23599,1.200545,3813.246009,0.285714,2,0.033898,2,0.966102,57,0.714286,5,0.5,0.285714,0.363636,0.324962,0.680387,0.370851,0.666667,0.128418,0.871582,0.333333,0.66341,0.666667,0.661219,0.538397,0.827405,0.642646,0.657875,0.666667,0.006,0,0.01,0,10,0,45710,95292,12710,83.333333,34.242424,'Number of leaves: 87\nSize of the tree: 173\n',173,87,87
filter_data_pacman_manual1,4,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,37,29,0,56.060606,43.939394,0,0.396024,0.17462,0.362034,59.769026,94.672988,137.732073,11863.101523,-11725.369451,2.08685,179.743962,-177.657113,64.417623,0.976025,3100.109512,0.142857,1,0.101695,6,0.898305,53,0.857143,6,0.142857,0.142857,0.142857,0.041162,0.561743,0.254013,0.560606,0.15719,0.84281,0.439394,0.558983,0.560606,0.553087,0.403799,0.778315,0.56211,0.535327,0.560606,0.007,0,0.01,0,10,0,47646,95292,12710,83.333333,35.454545,'Number of leaves: 91\nSize of the tree: 181\n',181,91,91
filter_data_pacman_manual1,4,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,39,27,0,59.090909,40.909091,0,0.446927,0.165014,0.361061,56.44782,94.356043,137.952393,12933.027959,-12795.075565,2.090188,195.954969,-193.864781,70.340338,1.065763,3385.740878,0.285714,2,0.101695,6,0.898305,53,0.714286,5,0.25,0.285714,0.266667,0.173612,0.760291,0.265362,0.590909,0.138782,0.861218,0.409091,0.601364,0.590909,0.59545,0.451553,0.785364,0.542268,0.595499,0.590909,0.007,0,0.01,0,10,0,42322,95292,12710,80.30303,33.636364,'Number of leaves: 80\nSize of the tree: 159\n',159,80,80
filter_data_pacman_manual1,4,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,42,24,0,63.636364,36.363636,0,0.513065,0.154185,0.325547,52.743537,85.075055,137.952393,9706.999794,-9569.047401,2.090188,147.075754,-144.985567,78.029119,1.182259,3755.830354,0.142857,1,0.084746,5,0.915254,54,0.857143,6,0.166667,0.142857,0.153846,0.062242,0.66586,0.195871,0.636364,0.108869,0.891131,0.363636,0.650698,0.636364,0.633933,0.522197,0.831491,0.617984,0.614745,0.636364,0.008,0,0,0,0,0,45226,95292,12710,86.363636,36.666667,'Number of leaves: 86\nSize of the tree: 171\n',171,86,86
filter_data_pacman_manual1,4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,593,65,46,19,0,70.769231,29.230769,0,0.596537,0.12463,0.303249,42.890163,79.785493,133.038736,7556.725292,-7423.686556,2.04675,116.257312,-114.210562,83.754531,1.288531,4022.200992,0.166667,1,0.101695,6,0.898305,53,0.833333,5,0.142857,0.166667,0.153846,0.060668,0.761299,0.275812,0.707692,0.097889,0.902111,0.292308,0.715807,0.707692,0.710701,0.612068,0.885704,0.75137,0.670452,0.707692,0.007,0,0.01,0,10,0,45226,95449,12553,87.692308,32.615385,'Number of leaves: 86\nSize of the tree: 171\n',171,86,86
filter_data_pacman_manual1,4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,593,65,38,27,0,58.461538,41.538462,0,0.421556,0.172264,0.364,59.282885,95.769221,133.038736,15075.122533,-14942.083797,2.04675,231.924962,-229.878212,64.308455,0.989361,3088.328838,0.166667,1,0.084746,5,0.915254,54,0.833333,5,0.166667,0.166667,0.166667,0.081921,0.632768,0.161371,0.584615,0.169442,0.830558,0.415385,0.586613,0.584615,0.584585,0.418639,0.782542,0.58805,0.584135,0.584615,0.006,0.001,0.01,0,10,0,46194,95449,12553,78.461538,36.307692,'Number of leaves: 88\nSize of the tree: 175\n',175,88,88
filter_data_pacman_manual1,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,44,22,0,66.666667,33.333333,0,0.553643,0.142905,0.321255,48.998678,84.173453,136.773632,9705.731286,-9568.957655,2.072328,147.056535,-144.984207,81.536858,1.235407,3920.95107,0.5,3,0.066667,4,0.933333,56,0.5,3,0.428571,0.5,0.461538,0.404574,0.806944,0.549242,0.666667,0.109041,0.890959,0.333333,0.698961,0.666667,0.674708,0.559183,0.835934,0.699734,0.68644,0.666667,0.007,0,0.01,0,10,0,41354,95292,12710,86.363636,36.666667,'Number of leaves: 78\nSize of the tree: 155\n',155,78,78
filter_data_pacman_manual1,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,41,25,0,62.121212,37.878788,0,0.467742,0.168462,0.357455,57.761758,93.6584,136.773632,11863.135295,-11726.361663,2.072328,179.744474,-177.672146,68.658664,1.040283,3301.663418,0,0,0.066667,4,0.933333,56,1,6,0,0,0,-0.080322,0.729167,0.198958,0.621212,0.163789,0.836211,0.378788,0.605407,0.621212,0.609749,0.461434,0.795195,0.588917,0.575799,0.621212,0.007,0,0.01,0,10,0,43774,95292,12710,80.30303,36.969697,'Number of leaves: 83\nSize of the tree: 165\n',165,83,83
filter_data_pacman_manual1,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,42,24,0,63.636364,36.363636,0,0.505464,0.167656,0.346911,57.485311,90.895878,136.773632,11856.66669,-11719.893059,2.072328,179.646465,-177.574137,71.521795,1.083664,3439.34589,0.666667,4,0.083333,5,0.916667,55,0.333333,2,0.444444,0.666667,0.533333,0.488663,0.823611,0.338594,0.636364,0.126225,0.873775,0.363636,0.655743,0.636364,0.63986,0.513139,0.803717,0.619884,0.654201,0.636364,0.008,0,0,0,0,0,42322,95292,12710,83.333333,38.787879,'Number of leaves: 80\nSize of the tree: 159\n',159,80,80
filter_data_pacman_manual1,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,41,25,0,62.121212,37.878788,0,0.467054,0.162413,0.353597,55.687713,92.647655,136.773632,14003.424293,-13866.650662,2.072328,212.173095,-210.100768,68.323216,1.0352,3285.532368,0,0,0.1,6,0.9,54,1,6,0,0,0,-0.1,0.595833,0.121843,0.621212,0.1632,0.8368,0.378788,0.626722,0.621212,0.61688,0.474357,0.789163,0.600894,0.579744,0.621212,0.007,0,0,0,0,0,41354,95292,12710,77.272727,33.939394,'Number of leaves: 78\nSize of the tree: 155\n',155,78,78
filter_data_pacman_manual1,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,41,25,0,62.121212,37.878788,0,0.466882,0.156873,0.337378,53.787988,88.397947,136.773632,7572.220617,-7435.446985,2.072328,114.730615,-112.658288,71.842214,1.088518,3454.754242,0.166667,1,0,0,1,60,0.833333,5,1,0.166667,0.285714,0.392232,0.738889,0.373755,0.621212,0.165821,0.834179,0.378788,0.652525,0.621212,0.60851,0.469514,0.841706,0.66186,0.60416,0.621212,0.008,0,0,0,0,0,44258,95292,12710,87.878788,35.757576,'Number of leaves: 84\nSize of the tree: 167\n',167,84,84
filter_data_pacman_manual1,5,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,47,19,0,71.212121,28.787879,0,0.601145,0.143042,0.324617,48.960579,84.888382,137.732073,12918.8297,-12781.097627,2.08685,195.739844,-193.652994,78.874982,1.195075,3795.872478,0.285714,2,0.050847,3,0.949153,56,0.714286,5,0.4,0.285714,0.333333,0.273305,0.445521,0.194805,0.712121,0.11348,0.88652,0.287879,0.701254,0.712121,0.705267,0.600284,0.813816,0.651312,0.687143,0.712121,0.007,0,0.01,0,10,0,46678,95292,12710,81.818182,36.363636,'Number of leaves: 89\nSize of the tree: 177\n',177,89,89
filter_data_pacman_manual1,5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,45,21,0,68.181818,31.818182,0,0.542876,0.138869,0.325425,47.532105,85.099768,137.732073,9705.700364,-9567.968291,2.08685,147.056066,-144.969217,79.421781,1.20336,3822.187259,0.142857,1,0.033898,2,0.966102,57,0.857143,6,0.333333,0.142857,0.2,0.161067,0.705811,0.243795,0.681818,0.163429,0.836571,0.318182,0.664346,0.681818,0.653788,0.538936,0.827114,0.650282,0.64,0.681818,0.006,0,0.01,0,10,0,43774,95292,12710,84.848485,31.818182,'Number of leaves: 83\nSize of the tree: 165\n',165,83,83
filter_data_pacman_manual1,5,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,42,24,0,63.636364,36.363636,0,0.49921,0.166331,0.343053,56.932025,89.709469,137.732073,11860.841178,-11723.109105,2.08685,179.709715,-177.622865,68.913144,1.044139,3316.457242,0.285714,2,0.033898,2,0.966102,57,0.714286,5,0.5,0.285714,0.363636,0.324962,0.53632,0.280986,0.636364,0.137331,0.862669,0.363636,0.636672,0.636364,0.63281,0.500816,0.789385,0.619188,0.632875,0.636364,0.007,0,0,0,0,0,41354,95292,12710,81.818182,40.909091,'Number of leaves: 78\nSize of the tree: 155\n',155,78,78
filter_data_pacman_manual1,5,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,593,65,39,26,0,60,40,0,0.45519,0.164141,0.351917,56.353962,92.343394,134.217498,12927.183384,-12792.965886,2.064885,198.879744,-196.81486,68.570434,1.05493,3296.119397,0.285714,2,0.068966,4,0.931034,54,0.714286,5,0.333333,0.285714,0.307692,0.232123,0.742611,0.293603,0.6,0.137569,0.862431,0.4,0.607164,0.6,0.600195,0.458877,0.807105,0.618615,0.608429,0.6,0.006,0.001,0.01,0,10,0,44742,95449,12553,80,32.307692,'Number of leaves: 85\nSize of the tree: 169\n',169,85,85
filter_data_pacman_manual1,5,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,593,65,46,19,0,70.769231,29.230769,0,0.601484,0.138234,0.319597,47.459275,83.862596,134.217498,10773.461702,-10639.244204,2.064885,165.745565,-163.68068,80.462511,1.237885,3867.760901,0.428571,3,0.051724,3,0.948276,55,0.571429,4,0.5,0.428571,0.461538,0.403577,0.681034,0.355958,0.707692,0.098465,0.901535,0.292308,0.718423,0.707692,0.710245,0.607185,0.833219,0.638942,0.713448,0.707692,0.008,0,0.01,0,10,0,48130,95449,12553,83.076923,34.153846,'Number of leaves: 92\nSize of the tree: 183\n',183,92,92
filter_data_pacman_manual1,6,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.1648,592,66,45,21,0,68.181818,31.818182,0,0.570366,0.139478,0.326651,47.740682,85.420151,137.732073,12915.527238,-12777.795166,2.08685,195.689807,-193.602957,81.73613,1.238426,3933.565693,0.428571,3,0.067797,4,0.932203,55,0.571429,4,0.428571,0.428571,0.428571,0.360775,0.636804,0.489177,0.681818,0.115879,0.884121,0.318182,0.691549,0.681818,0.679238,0.563228,0.824403,0.66021,0.693431,0.681818,0.008,0,0,0,0,0,43290,95292,12710,81.818182,31.515152,'Number of leaves: 82\nSize of the tree: 163\n',163,82,82
