@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric
@attribute measureNumAttributesSelected numeric
@attribute measureSelectionTime numeric
@attribute measureTime numeric
@attribute measureOutOfBagError numeric
@attribute measureBestNumIts numeric
@attribute measureBestVal numeric

@data

test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,3,2,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,344,39,34,5,0,87.179487,12.820513,0,0.826512,0.14756,0.249488,39.598278,57.820363,77.411339,25.089739,52.321599,1.984906,0.643327,1.341579,54.064784,1.386277,2719.796776,0.666667,6,0.033333,1,0.966667,29,0.333333,3,0.857143,0.666667,0.75,0.695329,0.937037,0.840715,0.871795,0.045943,0.954057,0.128205,0.870463,0.871795,0.865403,0.829716,0.96428,0.915806,0.856364,0.871795,0.082,0,0.09,0,90,0,11729,73546,11021,100,53.205128,?,?,?,?,95.238095,61,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,3,3,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,344,39,28,11,0,71.794872,28.205128,0,0.625,0.192603,0.304523,51.598924,70.441761,77.713032,36.622008,41.091025,1.992642,0.939026,1.053616,44.786076,1.148361,2253.994035,0.8,8,0.137931,4,0.862069,25,0.2,2,0.666667,0.8,0.727273,0.626368,0.913793,0.856647,0.717949,0.090823,0.909177,0.282051,0.74063,0.717949,0.716059,0.633089,0.931781,0.862925,0.717499,0.717949,0.069,0,0.07,0,70,0,11729,73546,11021,100,60.897436,?,?,?,?,95.238095,36,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,3,4,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,29,9,0,76.315789,23.684211,0,0.681564,0.167955,0.282553,45.021114,65.400801,75.627564,38.270719,37.356844,1.990199,1.007124,0.983075,48.296481,1.27096,2430.344228,0.777778,7,0.034483,1,0.965517,28,0.222222,2,0.875,0.777778,0.823529,0.775132,0.950192,0.907407,0.763158,0.086265,0.913735,0.236842,0.772058,0.763158,0.765342,0.682853,0.925393,0.850127,0.770272,0.763158,0.107,0,0.1,0,100,0,11729,73751,10816,97.368421,57.236842,?,?,?,?,95.238095,81,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,3,5,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,27,11,0,71.052632,28.947368,0,0.611885,0.204349,0.337642,54.776724,78.152042,75.627564,49.587826,26.039738,1.990199,1.304943,0.685256,41.89943,1.102617,2108.435961,0.444444,4,0.068966,2,0.931034,27,0.555556,5,0.666667,0.444444,0.533333,0.437779,0.83908,0.675355,0.710526,0.099069,0.900931,0.289474,0.710346,0.710526,0.70107,0.611482,0.872358,0.728962,0.699488,0.710526,0.12,0,0.12,0,120,0,11729,73751,10816,94.736842,57.894737,?,?,?,?,95.238095,83,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,3,6,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,29,9,0,76.315789,23.684211,0,0.68097,0.159591,0.289044,42.779028,66.903235,75.627564,34.300894,41.32667,1.990199,0.902655,1.087544,49.446883,1.301234,2488.233985,0.444444,4,0.068966,2,0.931034,27,0.555556,5,0.666667,0.444444,0.533333,0.437779,0.89272,0.719345,0.763158,0.083711,0.916289,0.236842,0.753759,0.763158,0.749474,0.678809,0.931317,0.86764,0.747083,0.763158,0.067,0,0.07,0,70,0,11729,73751,10816,94.736842,52.631579,?,?,?,?,95.238095,65,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,3,7,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,30,8,0,78.947368,21.052632,0,0.716946,0.173522,0.293511,46.513455,67.937186,75.627564,35.236614,40.39095,1.990199,0.927279,1.06292,47.166831,1.241232,2373.49872,0.888889,8,0.137931,4,0.862069,25,0.111111,1,0.666667,0.888889,0.761905,0.686845,0.942529,0.74817,0.789474,0.070526,0.929474,0.210526,0.801462,0.789474,0.783329,0.725316,0.933437,0.842523,0.77224,0.789474,0.116,0,0.12,0,120,0,11729,73751,10816,97.368421,58.552632,?,?,?,?,95.238095,71,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,3,8,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,30,8,0,78.947368,21.052632,0,0.716682,0.175335,0.278693,46.999467,64.507517,75.627564,29.485471,46.142092,1.990199,0.775933,1.214266,47.008003,1.237053,2365.506274,0.777778,7,0.034483,1,0.965517,28,0.222222,2,0.875,0.777778,0.823529,0.775132,0.911877,0.849026,0.789474,0.075808,0.924192,0.210526,0.821272,0.789474,0.792332,0.731121,0.949471,0.896951,0.791572,0.789474,0.065,0,0.06,0,60,0,11729,73751,10816,100,62.5,?,?,?,?,95.238095,52,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,3,9,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,24,14,0,63.157895,36.842105,0,0.493333,0.213403,0.356863,57.307919,82.770696,75.268472,52.648505,22.619968,1.980749,1.385487,0.595262,37.890071,0.997107,1905.658767,0.555556,5,0.034483,1,0.965517,28,0.444444,4,0.833333,0.555556,0.666667,0.60753,0.904215,0.819882,0.631579,0.142764,0.857236,0.368421,0.661142,0.631579,0.617544,0.509634,0.868718,0.765632,0.6,0.631579,0.069,0,0.07,0,70,0,11729,73751,10816,89.473684,55.921053,?,?,?,?,95.238095,70,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,3,10,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,27,11,0,71.052632,28.947368,0,0.603416,0.181242,0.301934,48.671314,70.030463,75.268472,37.299001,37.969471,1.980749,0.981553,0.999197,44.296321,1.165693,2227.857375,0.555556,5,0.103448,3,0.896552,26,0.444444,4,0.625,0.555556,0.588235,0.471472,0.854406,0.679565,0.710526,0.105492,0.894508,0.289474,0.706689,0.710526,0.685713,0.610842,0.926248,0.832773,0.655308,0.710526,0.074,0,0.07,0,70,0,11729,73751,10816,97.368421,59.210526,?,?,?,?,95.238095,49,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,4,1,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,344,39,29,10,0,74.358974,25.641026,0,0.653949,0.20248,0.306206,54.336227,70.964972,77.411339,43.529234,33.882104,1.984906,1.116134,0.868772,43.717966,1.120973,2199.287114,0.555556,5,0.1,3,0.9,27,0.444444,4,0.625,0.555556,0.588235,0.475332,0.851852,0.67681,0.74359,0.090407,0.909593,0.25641,0.743222,0.74359,0.741363,0.655485,0.904253,0.796269,0.737535,0.74359,0.074,0,0.08,0,80,0,11729,73546,11021,97.435897,61.538462,?,?,?,?,95.238095,28,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,4,2,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,344,39,30,9,0,76.923077,23.076923,0,0.690476,0.16264,0.281444,43.610671,65.168279,77.545604,28.797035,48.748569,1.988349,0.738386,1.249963,50.033683,1.282915,2517.494708,0.888889,8,0.133333,4,0.866667,26,0.111111,1,0.666667,0.888889,0.761905,0.689725,0.903704,0.80404,0.769231,0.081136,0.918864,0.230769,0.789744,0.769231,0.771673,0.696891,0.948267,0.885219,0.777056,0.769231,0.138,0,0.14,0,140,0,11729,73546,11021,100,53.205128,?,?,?,?,95.238095,97,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,4,3,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,344,39,30,9,0,76.923077,23.076923,0,0.693182,0.179938,0.301111,48.248874,69.72203,77.545604,37.327932,40.217672,1.988349,0.957126,1.031222,48.222264,1.236468,2426.351349,0.777778,7,0.033333,1,0.966667,29,0.222222,2,0.875,0.777778,0.823529,0.776763,0.951852,0.802778,0.769231,0.070997,0.929003,0.230769,0.815171,0.769231,0.773744,0.713341,0.94124,0.856962,0.770979,0.769231,0.101,0,0.1,0,100,0,11729,73546,11021,94.871795,54.487179,?,?,?,?,95.238095,71,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,4,4,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,28,10,0,73.684211,26.315789,0,0.644195,0.194548,0.316869,52.149432,73.343865,75.627564,39.833745,35.793819,1.990199,1.048256,0.941943,43.907438,1.155459,2209.481644,0.444444,4,0.068966,2,0.931034,27,0.555556,5,0.666667,0.444444,0.533333,0.437779,0.854406,0.617301,0.736842,0.095755,0.904245,0.263158,0.742037,0.736842,0.72451,0.650343,0.903,0.792423,0.721248,0.736842,0.064,0,0.06,0,60,0,11729,73751,10816,94.736842,59.868421,?,?,?,?,95.238095,36,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,4,5,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,28,10,0,73.684211,26.315789,0,0.645191,0.169891,0.28618,45.540172,66.240531,75.627564,37.017764,38.6098,1.990199,0.974152,1.016047,47.824105,1.258529,2406.573609,0.666667,6,0.068966,2,0.931034,27,0.333333,3,0.75,0.666667,0.705882,0.623302,0.911877,0.787684,0.736842,0.095755,0.904245,0.263158,0.746519,0.736842,0.736105,0.648609,0.936738,0.883048,0.735994,0.736842,0.105,0,0.11,0,110,0,11729,73751,10816,94.736842,57.894737,?,?,?,?,95.238095,63,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,4,6,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,26,12,0,68.421053,31.578947,0,0.57423,0.195454,0.331745,52.392282,76.787,75.627564,44.637779,30.989785,1.990199,1.174678,0.815521,42.471519,1.117672,2137.224245,0.666667,6,0.103448,3,0.896552,26,0.333333,3,0.666667,0.666667,0.666667,0.563218,0.896552,0.824074,0.684211,0.114643,0.885357,0.315789,0.703425,0.684211,0.68744,0.581439,0.899378,0.818216,0.689449,0.684211,0.127,0,0.12,0,120,0,11729,73751,10816,94.736842,55.263158,?,?,?,?,95.238095,100,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,4,7,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,33,5,0,86.842105,13.157895,0,0.822761,0.161448,0.270631,43.276849,62.641423,75.627564,27.491848,48.135716,1.990199,0.72347,1.266729,50.205343,1.321193,2526.400729,0.777778,7,0.068966,2,0.931034,27,0.222222,2,0.777778,0.777778,0.777778,0.708812,0.91954,0.683069,0.868421,0.047175,0.952825,0.131579,0.876518,0.868421,0.866855,0.828077,0.954433,0.867933,0.862897,0.868421,0.095,0,0.1,0,100,0,11729,73751,10816,100,55.921053,?,?,?,?,95.238095,91,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,4,8,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,28,10,0,73.684211,26.315789,0,0.643527,0.195381,0.304698,52.372882,70.52675,75.627564,39.124453,36.50311,1.990199,1.029591,0.960608,43.313128,1.139819,2179.575139,0.555556,5,0.068966,2,0.931034,27,0.444444,4,0.714286,0.555556,0.625,0.533646,0.8659,0.76612,0.736842,0.098136,0.901864,0.263158,0.764069,0.736842,0.733143,0.656544,0.911988,0.837488,0.731342,0.736842,0.084,0,0.08,0,80,0,11729,73751,10816,97.368421,61.842105,?,?,?,?,95.238095,53,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,4,9,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,32,6,0,84.210526,15.789474,0,0.787115,0.139549,0.254969,37.440752,59.077071,75.435901,27.597968,47.837933,1.985155,0.726262,1.258893,52.956061,1.393581,2664.027544,0.8,8,0.071429,2,0.928571,26,0.2,2,0.8,0.8,0.8,0.728571,0.960714,0.928054,0.842105,0.054258,0.945742,0.157895,0.842504,0.842105,0.840949,0.789445,0.94932,0.887096,0.833866,0.842105,0.059,0,0.06,0,60,0,11729,73751,10816,97.368421,52.631579,?,?,?,?,95.238095,47,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,4,10,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,29,9,0,76.315789,23.684211,0,0.680075,0.173742,0.280559,46.695091,65.132066,75.134207,32.574947,42.55926,1.977216,0.857235,1.119981,46.854417,1.233011,2356.060469,0.777778,7,0.103448,3,0.896552,26,0.222222,2,0.7,0.777778,0.736842,0.651049,0.911877,0.847923,0.763158,0.082221,0.917779,0.236842,0.770547,0.763158,0.763404,0.684849,0.941432,0.888005,0.757226,0.763158,0.053,0,0.05,0,50,0,11729,73751,10816,97.368421,60.526316,?,?,?,?,95.238095,50,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,5,1,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,344,39,31,8,0,79.487179,20.512821,0,0.723894,0.176281,0.276279,47.310437,64.037002,77.353941,29.629804,47.724137,1.983434,0.759739,1.223696,48.217881,1.236356,2425.406788,0.4,4,0.068966,2,0.931034,27,0.6,6,0.666667,0.4,0.5,0.400626,0.868966,0.705222,0.794872,0.073659,0.926341,0.205128,0.778189,0.794872,0.775009,0.713522,0.950834,0.885013,0.783152,0.794872,0.077,0,0.08,0,80,0,11729,73546,11021,100,61.538462,?,?,?,?,95.238095,36,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,5,2,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,344,39,31,8,0,79.487179,20.512821,0,0.719172,0.184057,0.291512,49.480504,67.695982,77.052247,35.086918,41.965329,1.975699,0.899665,1.076034,46.807727,1.200198,2353.457498,0.777778,7,0.033333,1,0.966667,29,0.222222,2,0.875,0.777778,0.823529,0.776763,0.881481,0.796837,0.794872,0.080355,0.919645,0.205128,0.81342,0.794872,0.789986,0.732228,0.937681,0.876154,0.779446,0.794872,0.094,0,0.1,0,100,0,11729,73546,11021,97.435897,59.615385,?,?,?,?,95.238095,55,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,5,3,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,344,39,26,13,0,66.666667,33.333333,0,0.551327,0.196016,0.327217,52.601725,75.834409,77.411339,45.764198,31.647141,1.984906,1.173441,0.811465,43.464924,1.114485,2186.557518,0.777778,7,0.2,6,0.8,24,0.222222,2,0.538462,0.777778,0.636364,0.516398,0.855556,0.721391,0.666667,0.118593,0.881407,0.333333,0.70433,0.666667,0.671292,0.565283,0.88432,0.795775,0.674133,0.666667,0.094,0.001,0.09,0,90,0,11729,73546,11021,94.871795,57.692308,?,?,?,?,95.238095,89,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,5,4,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,25,13,0,65.789474,34.210526,0,0.543016,0.197852,0.318847,53.035045,73.801679,75.627564,36.75757,38.869994,1.990199,0.967304,1.022895,42.117489,1.108355,2119.408975,0.555556,5,0.103448,3,0.896552,26,0.444444,4,0.625,0.555556,0.588235,0.471472,0.908046,0.796934,0.657895,0.111608,0.888392,0.342105,0.66557,0.657895,0.657177,0.548377,0.911743,0.792985,0.650936,0.657895,0.099,0,0.1,0,100,0,11729,73751,10816,100,60.526316,?,?,?,?,95.238095,84,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,5,5,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,30,8,0,78.947368,21.052632,0,0.716418,0.188531,0.298071,50.536633,68.992673,75.627564,36.248217,39.379347,1.990199,0.9539,1.036299,44.756118,1.177793,2252.188359,0.555556,5,0.034483,1,0.965517,28,0.444444,4,0.833333,0.555556,0.666667,0.60753,0.835249,0.737815,0.789474,0.074486,0.925514,0.210526,0.798872,0.789474,0.784211,0.722287,0.9168,0.836146,0.779167,0.789474,0.1,0,0.1,0,100,0,11729,73751,10816,97.368421,61.184211,?,?,?,?,95.238095,48,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,5,6,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,30,8,0,78.947368,21.052632,0,0.716946,0.162305,0.285962,43.506712,66.189922,75.627564,32.384682,43.242882,1.990199,0.852228,1.137971,49.117254,1.292559,2471.646652,0.777778,7,0.103448,3,0.896552,26,0.222222,2,0.7,0.777778,0.736842,0.651049,0.904215,0.807095,0.789474,0.075462,0.924538,0.210526,0.803947,0.789474,0.792037,0.722154,0.937214,0.874256,0.794148,0.789474,0.091,0.001,0.09,0,90,0,11729,73751,10816,97.368421,57.236842,?,?,?,?,95.238095,39,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,5,7,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,28,10,0,73.684211,26.315789,0,0.648799,0.167874,0.296565,44.999404,68.644249,75.627564,43.43014,32.197424,1.990199,1.142898,0.847301,48.062693,1.264808,2418.579673,0.555556,5,0.103448,3,0.896552,26,0.444444,4,0.625,0.555556,0.588235,0.471472,0.904215,0.74617,0.736842,0.085793,0.914207,0.263158,0.7375,0.736842,0.734139,0.649188,0.913961,0.819002,0.731979,0.736842,0.083,0,0.08,0,80,0,11729,73751,10816,97.368421,54.605263,?,?,?,?,90.47619,61,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,5,8,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,30,8,0,78.947368,21.052632,0,0.716153,0.173741,0.282927,46.571988,65.487417,75.627564,31.229475,44.398088,1.990199,0.821828,1.168371,47.292083,1.244529,2379.801564,0.777778,7,0,0,1,29,0.222222,2,1,0.777778,0.875,0.852994,0.961686,0.915278,0.789474,0.075717,0.924283,0.210526,0.804511,0.789474,0.789693,0.724466,0.940028,0.856903,0.785417,0.789474,0.082,0,0.09,0,90,0,11729,73751,10816,97.368421,62.5,?,?,?,?,95.238095,44,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,5,9,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,27,11,0,71.052632,28.947368,0,0.611885,0.194134,0.323778,52.038396,74.943121,75.627564,44.578953,31.04861,1.990199,1.17313,0.817069,43.116528,1.134645,2169.681986,0.666667,6,0.137931,4,0.862069,25,0.333333,3,0.6,0.666667,0.631579,0.510481,0.869732,0.681704,0.710526,0.100045,0.899955,0.289474,0.717293,0.710526,0.712742,0.613953,0.894996,0.777533,0.714713,0.710526,0.083,0,0.08,0,80,0,11729,73751,10816,94.736842,61.184211,?,?,?,?,95.238095,69,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,5,10,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,27,11,0,71.052632,28.947368,0,0.612604,0.17135,0.30951,45.93118,71.640476,75.627564,38.246274,37.38129,1.990199,1.006481,0.983718,47.2948,1.2446,2379.938286,0.666667,6,0,0,1,29,0.333333,3,1,0.666667,0.8,0.777282,0.965517,0.901355,0.710526,0.09677,0.90323,0.289474,0.749448,0.710526,0.714982,0.630145,0.923621,0.819078,0.712061,0.710526,0.096,0,0.1,0,100,0,11729,73751,10816,94.736842,50,?,?,?,?,95.238095,63,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,6,1,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,344,39,31,8,0,79.487179,20.512821,0,0.72511,0.202363,0.316712,54.261934,73.334384,77.545604,39.805312,37.740292,1.988349,1.020649,0.9677,44.343161,1.137004,2231.170409,0.666667,6,0.066667,2,0.933333,28,0.333333,3,0.75,0.666667,0.705882,0.626048,0.925926,0.706978,0.794872,0.072368,0.927632,0.205128,0.803673,0.794872,0.789426,0.726259,0.910178,0.771692,0.795975,0.794872,0.088,0,0.08,0,80,0,11729,73546,11021,97.435897,62.820513,?,?,?,?,95.238095,60,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,6,2,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,344,39,28,11,0,71.794872,28.205128,0,0.618667,0.183591,0.300799,49.228373,69.649902,77.545604,36.958493,40.587111,1.988349,0.947654,1.040695,45.456473,1.165551,2287.187778,0.666667,6,0,0,1,30,0.333333,3,1,0.666667,0.8,0.778499,0.859259,0.795525,0.717949,0.103893,0.896107,0.282051,0.780779,0.717949,0.723713,0.648137,0.921409,0.854214,0.723291,0.717949,0.108,0,0.11,0,110,0,11729,73546,11021,100,60.25641,?,?,?,?,90.47619,52,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,6,3,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,344,39,31,8,0,79.487179,20.512821,0,0.722173,0.185822,0.290874,49.866196,67.411669,77.411339,41.5953,35.816039,1.984906,1.066546,0.91836,46.506383,1.192471,2339.561928,0.666667,6,0.066667,2,0.933333,28,0.333333,3,0.75,0.666667,0.705882,0.626048,0.914815,0.831512,0.794872,0.073873,0.926127,0.205128,0.795566,0.794872,0.789551,0.725794,0.924809,0.860968,0.780866,0.794872,0.09,0,0.09,0,90,0,11729,73546,11021,97.435897,59.615385,?,?,?,?,95.238095,53,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,6,4,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,28,10,0,73.684211,26.315789,0,0.640492,0.190274,0.321525,51.138316,74.642473,75.134207,48.271464,26.862743,1.977216,1.270302,0.706914,43.147602,1.135463,2169.664355,0.444444,4,0.068966,2,0.931034,27,0.555556,5,0.666667,0.444444,0.533333,0.437779,0.83908,0.649165,0.736842,0.096307,0.903693,0.263158,0.73557,0.736842,0.722279,0.646358,0.890032,0.782742,0.707191,0.736842,0.083,0,0.08,0,80,0,11729,73751,10816,92.105263,54.605263,?,?,?,?,95.238095,60,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,6,5,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,29,9,0,76.315789,23.684211,0,0.682746,0.194046,0.308223,52.062204,71.416191,75.435901,38.682931,36.75297,1.985155,1.017972,0.967183,43.387209,1.141769,2182.653308,0.8,8,0.142857,4,0.857143,24,0.2,2,0.666667,0.8,0.727273,0.622532,0.885714,0.828799,0.763158,0.082453,0.917547,0.236842,0.778822,0.763158,0.757576,0.685612,0.916449,0.835968,0.767316,0.763158,0.07,0,0.07,0,70,0,11729,73751,10816,97.368421,57.894737,?,?,?,?,95.238095,60,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,6,6,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,31,7,0,81.578947,18.421053,0,0.751402,0.147355,0.286458,39.499267,66.304689,75.627564,38.306302,37.321262,1.990199,1.008061,0.982138,51.300254,1.350007,2581.498134,0.777778,7,0.034483,1,0.965517,28,0.222222,2,0.875,0.777778,0.823529,0.775132,0.938697,0.728339,0.815789,0.068791,0.931209,0.184211,0.849859,0.815789,0.816053,0.768163,0.926932,0.827568,0.815468,0.815789,0.085,0,0.08,0,80,0,11729,73751,10816,94.736842,48.684211,?,?,?,?,95.238095,72,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,6,7,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,31,7,0,81.578947,18.421053,0,0.753247,0.162807,0.272524,43.641169,63.079613,75.627564,28.30621,47.321354,1.990199,0.7449,1.245299,49.733651,1.30878,2502.66454,0.666667,6,0.034483,1,0.965517,28,0.333333,3,0.857143,0.666667,0.75,0.69332,0.94636,0.877178,0.815789,0.062442,0.937558,0.184211,0.818903,0.815789,0.813412,0.754506,0.944007,0.879956,0.812214,0.815789,0.083,0,0.08,0,80,0,11729,73751,10816,97.368421,56.578947,?,?,?,?,95.238095,50,?,?,?,?,?,?
test_samemaps_tutorial1-weka.filters.unsupervised.attribute.Remove-R21,6,8,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20190322.1423,345,38,28,10,0,73.684211,26.315789,0,0.648474,0.200027,0.313788,53.618193,72.630672,75.627564,36.735104,38.892459,1.990199,0.966713,1.023486,41.884229,1.102217,2107.671021,0.555556,5,0.206897,6,0.793103,23,0.444444,4,0.454545,0.555556,0.5,0.326846,0.743295,0.520585,0.736842,0.083157,0.916843,0.263158,0.759995,0.736842,0.746043,0.662475,0.900299,0.795524,0.737312,0.736842,0.066,0,0.07,0,70,0,11729,73751,10816,100,61.842105,?,?,?,?,95.238095,62,?,?,?,?,?,?
